species,family,dayTemp,nightTemp,stemLen1,leafNum1,stemLen2,leafNum2,rgrStem,rgrLeaf
gut,289,35,20,0.4,6,3.5,10,1.107142857,0.095238095
gut,289,40,25,0.6,6,5.1,10,1.071428571,0.095238095
gut,289,40,25,0.4,6,3.1,10,0.964285714,0.095238095
gut,289,45,30,0.9,8,6.3,10,0.857142857,0.035714286
gut,289,45,30,0.7,6,2.8,8,0.428571429,0.047619048
gut,289,50,35,0.6,4,0.9,4,0.071428571,0
gut,289,50,35,0.5,4,0.7,6,0.057142857,0.071428571
gut,291,15,0,0.4,4,0.4,6,0,0.071428571
gut,291,15,0,0.3,4,0.5,4,0.095238095,0
gut,291,20,5,0.4,4,0.5,6,0.035714286,0.071428571
gut,291,20,5,0.3,4,0.5,6,0.095238095,0.071428571
gut,291,25,10,0.2,4,0.4,6,0.142857143,0.071428571
gut,291,25,10,0.3,4,0.3,4,0,0
gut,291,30,15,0.6,4,1.8,6,0.285714286,0.071428571
gut,291,30,15,0.4,4,0.4,6,0,0.071428571
gut,291,35,20,0.7,6,0.8,6,0.020408163,0
gut,291,35,20,0.4,6,0.9,8,0.178571429,0.047619048
gut,291,40,25,0.5,6,0.6,6,0.028571429,0
gut,291,40,25,0.3,4,1.1,8,0.380952381,0.142857143
gut,291,45,30,0.8,6,1.9,8,0.196428571,0.047619048
gut,291,45,30,0.4,6,3,10,0.928571429,0.095238095
gut,291,50,35,0.2,4,0.6,6,0.285714286,0.071428571
gut,291,50,35,0.4,4,0.4,4,0,0
gut,292,15,0,0.3,4,0.4,4,0.047619048,0
gut,292,15,0,0.5,4,0.5,4,0,0
gut,292,20,5,0.5,4,0.6,6,0.028571429,0.071428571
gut,292,20,5,0.2,4,0.2,4,0,0
gut,292,25,10,0.5,4,0.7,6,0.057142857,0.071428571
gut,292,25,10,0.3,4,0.3,4,0,0
gut,292,30,15,0.6,6,0.8,12,0.047619048,0.142857143
gut,292,30,15,0.5,4,0.7,6,0.057142857,0.071428571
gut,292,35,20,0.3,6,0.5,8,0.095238095,0.047619048
gut,292,35,20,0.5,6,0.6,6,0.028571429,0
gut,292,40,25,0.4,6,0.8,12,0.142857143,0.142857143
gut,292,40,25,0.6,6,1.6,8,0.238095238,0.047619048
gut,292,45,30,0.8,6,0.8,8,0,0.047619048
gut,292,45,30,0.4,6,0.6,12,0.071428571,0.142857143
gut,292,50,35,0.3,4,0,0,0,0
gut,292,50,35,0.4,2,0.6,2,0.071428571,0
lac,293,15,0,1.8,6,2.4,6,0.047619048,0
lac,293,15,0,1.5,4,1.5,6,0,0.071428571
lac,293,20,5,1.6,6,2.3,8,0.0625,0.047619048
lac,293,25,10,1,2,1,4,0,0.142857143
lac,293,30,15,2.4,6,6.8,14,0.261904762,0.19047619
lac,293,30,15,1.3,6,4.1,8,0.307692308,0.047619048
lac,293,35,20,1.2,6,6.2,8,0.595238095,0.047619048
lac,293,35,20,1.8,6,7.4,8,0.444444444,0.047619048
lac,293,40,25,2.6,10,8,14,0.296703297,0.057142857
lac,293,40,25,1.4,6,6.1,12,0.479591837,0.142857143
lac,293,45,30,1.7,6,4.3,12,0.218487395,0.142857143
lac,293,45,30,1.8,6,4.4,12,0.206349206,0.142857143
lac,293,50,35,1.2,6,0,0,0,0
lac,293,50,35,0.4,4,0,0,0,0
lac,294,30,15,1.4,4,2.6,6,0.12244898,0.071428571
lac,294,30,15,1.1,4,3,6,0.246753247,0.071428571
lac,294,35,20,2.1,6,9.2,14,0.482993197,0.19047619
lac,294,35,20,1.5,6,8.6,14,0.676190476,0.19047619
lac,294,40,25,2.1,6,8.3,10,0.421768707,0.095238095
lac,294,40,25,1.8,6,6.8,8,0.396825397,0.047619048
lac,294,45,30,1.7,6,3.4,12,0.142857143,0.142857143
lac,294,45,30,1.8,6,4.3,12,0.198412698,0.142857143
lac,294,50,35,0.9,4,0,0,0,0
lac,294,50,35,1.9,6,0,0,0,0
lac,295,15,0,3.1,6,3.8,6,0.032258065,0
lac,295,15,0,2.9,6,3.9,6,0.049261084,0
lac,295,20,5,1.6,4,2.6,6,0.089285714,0.071428571
lac,295,25,10,1.4,6,4.8,8,0.346938776,0.047619048
lac,295,30,15,3.2,6,5.5,6,0.102678571,0
lac,295,30,15,2.5,6,5.3,8,0.16,0.047619048
lac,295,35,20,3.3,8,10.5,10,0.311688312,0.035714286
lac,295,35,20,3.5,12,11.9,16,0.342857143,0.047619048
lac,295,40,25,1.3,6,7.1,8,0.637362637,0.047619048
lac,295,40,25,2,6,5.4,6,0.242857143,0
lac,295,45,30,2.2,6,4.5,12,0.149350649,0.142857143
lac,295,45,30,2.6,6,4.2,12,0.087912088,0.142857143
lac,295,50,35,3.5,6,0,0,0,0
lac,295,50,35,1.8,4,0,0,0,0
lac,296,15,0,0.4,6,0.6,6,0.071428571,0
lac,296,15,0,0.9,6,1.1,6,0.031746032,0
lac,296,20,5,0.6,6,0.6,6,0,0
lac,296,20,5,0.6,4,0.8,6,0.047619048,0.071428571
lac,296,25,10,0.4,4,0.6,6,0.071428571,0.071428571
lac,296,25,10,0.9,6,1,8,0.015873016,0.047619048
lac,296,30,15,1.5,6,3.9,16,0.228571429,0.238095238
lac,296,30,15,0.4,6,1.1,8,0.25,0.047619048
lac,296,35,20,1.9,12,8.5,14,0.496240602,0.023809524
lac,296,35,20,1.3,10,4.3,14,0.32967033,0.057142857
lac,296,40,25,0.8,6,2.1,6,0.232142857,0
lac,296,40,25,0.9,10,4.3,14,0.53968254,0.057142857
lac,296,45,30,1.8,12,5.1,20,0.261904762,0.095238095
lac,296,45,30,1.5,10,3.9,14,0.228571429,0.057142857
lac,296,50,35,0.9,6,0,0,0,0
lac,297,15,0,0.7,4,0.7,6,0,0.071428571
lac,297,15,0,0.8,4,0.8,6,0,0.071428571
lac,297,20,5,0.3,4,0.4,6,0.047619048,0.071428571
lac,297,25,10,0.4,4,0.4,6,0,0.071428571
lac,297,25,10,0.3,4,0.4,6,0.047619048,0.071428571
lac,297,30,15,1.2,6,2.1,10,0.107142857,0.095238095
lac,297,30,15,0.8,6,1.5,14,0.125,0.19047619
lac,297,35,20,0.8,10,1.1,18,0.053571429,0.114285714
lac,297,35,20,0.5,10,0.8,16,0.085714286,0.085714286
lac,297,40,25,1,10,2.9,20,0.271428571,0.142857143
lac,297,40,25,0.9,6,3.5,10,0.412698413,0.095238095
lac,297,45,30,0.9,9,2,15,0.174603175,0.095238095
lac,297,45,30,0.9,10,0.9,16,0,0.085714286
lac,297,50,35,0.7,6,1,6,0.06122449,0
lac,297,50,35,0.6,6,0,0,0,0
lac,298,20,5,0.4,6,0.5,6,0.035714286,0
lac,298,25,10,0.8,4,0.8,6,0,0.071428571
lac,298,30,15,1.3,6,1.5,8,0.021978022,0.047619048
lac,298,30,15,0.6,6,0.9,14,0.071428571,0.19047619
lac,298,35,20,1,10,1.7,18,0.1,0.114285714
lac,298,35,20,1.2,6,4.3,16,0.369047619,0.238095238
lac,298,40,25,0.9,10,2.7,14,0.285714286,0.057142857
lac,298,40,25,0.8,10,1.2,18,0.071428571,0.114285714
lac,298,45,30,1,10,1.6,14,0.085714286,0.057142857
lac,299,20,5,0.3,4,0.4,6,0.047619048,0.071428571
lac,299,20,5,1,6,1,8,0,0.047619048
lac,299,25,10,0.4,4,0.5,6,0.035714286,0.071428571
lac,299,30,15,0.5,6,0.8,18,0.085714286,0.285714286
lac,299,30,15,0.7,6,1,8,0.06122449,0.047619048
lac,299,35,20,0.9,12,1.1,14,0.031746032,0.023809524
lac,299,40,25,0.6,6,0.6,8,0,0.047619048
lac,299,40,25,0.6,6,1.1,14,0.119047619,0.19047619
lac,299,45,30,1.2,6,1.6,14,0.047619048,0.19047619
lac,299,45,30,0.6,6,1.1,14,0.119047619,0.19047619
lac,299,50,35,0.4,4,0.6,4,0.071428571,0
lac,300,15,0,2.5,6,3.3,8,0.045714286,0.047619048
lac,300,20,5,1.2,4,2.1,6,0.107142857,0.071428571
lac,300,20,5,0.8,4,1.1,6,0.053571429,0.071428571
lac,300,25,10,1.5,4,3,6,0.142857143,0.071428571
lac,300,25,10,1.4,4,2.1,6,0.071428571,0.071428571
lac,300,30,15,2.2,6,4.6,8,0.155844156,0.047619048
lac,300,30,15,1.3,4,2.5,6,0.131868132,0.071428571
lac,300,35,20,2.8,6,7.8,8,0.255102041,0.047619048
lac,300,35,20,3,12,10.9,16,0.376190476,0.047619048
lac,300,40,25,1.9,6,5.7,10,0.285714286,0.095238095
lac,300,40,25,1.3,6,5.4,8,0.450549451,0.047619048
lac,300,45,30,2.2,6,4.3,12,0.136363636,0.142857143
lac,300,45,30,2.5,10,5.4,14,0.165714286,0.057142857
lac,300,50,35,3.5,6,0,0,0,0
lac,300,50,35,1.3,6,0,0,0,0
lac,301,15,0,0.4,4,0.4,6,0,0.071428571
lac,301,30,15,0.4,6,0.5,10,0.035714286,0.095238095
lac,301,35,20,0.6,10,1.3,16,0.166666667,0.085714286
lac,301,40,25,0.4,6,0.9,12,0.178571429,0.142857143
lac,301,40,25,0.4,6,0.6,12,0.071428571,0.142857143
lac,301,45,30,0.6,10,0.8,12,0.047619048,0.028571429
lac,302,35,20,0.8,10,4.3,16,0.625,0.085714286
lac,302,40,25,0.8,6,2.7,8,0.339285714,0.047619048
lac,302,45,30,0.9,10,1.2,16,0.047619048,0.085714286
lac,302,45,30,0.8,6,0.9,16,0.017857143,0.238095238
lac,303,15,0,0.7,6,0.9,6,0.040816327,0
lac,303,15,0,0.8,6,1,6,0.035714286,0
lac,303,20,5,0.3,4,0.4,6,0.047619048,0.071428571
lac,303,25,10,0.7,6,1.1,8,0.081632653,0.047619048
lac,303,30,15,0.9,6,2.7,14,0.285714286,0.19047619
lac,303,30,15,0.7,6,1.5,18,0.163265306,0.285714286
lac,303,35,20,0.9,6,3.3,10,0.380952381,0.095238095
lac,303,35,20,0.7,6,1.7,14,0.204081633,0.19047619
lac,303,40,25,1,6,4.3,10,0.471428571,0.095238095
lac,303,40,25,0.7,6,5.4,16,0.959183673,0.238095238
lac,303,45,30,0.9,6,2.4,14,0.238095238,0.19047619
lac,303,45,30,0.9,6,2.6,18,0.26984127,0.285714286
lac,303,50,35,0.4,6,0,0,0,0
lac,304,15,0,0.5,6,0.6,6,0.028571429,0
lac,304,20,5,0.3,6,0.4,6,0.047619048,0
lac,304,20,5,0.4,4,0.5,6,0.035714286,0.071428571
lac,304,25,10,0.6,6,0.6,8,0,0.047619048
lac,304,30,15,0.5,6,0.5,8,0,0.047619048
lac,304,30,15,0.7,6,0.8,8,0.020408163,0.047619048
lac,304,35,20,0.8,6,0.9,10,0.017857143,0.095238095
lac,304,40,25,1.2,12,6.6,16,0.642857143,0.047619048
lac,304,40,25,0.5,6,2.1,10,0.457142857,0.095238095
lac,304,45,30,0.6,6,0.6,10,0,0.095238095
lac,304,45,30,0.6,8,0.8,8,0.047619048,0
lac,304,50,35,0.4,6,0.4,6,0,0
lac,305,15,0,0.8,6,0.9,6,0.017857143,0
lac,305,15,0,1.1,4,1.3,6,0.025974026,0.071428571
lac,305,20,5,0.6,4,0.7,6,0.023809524,0.071428571
lac,305,20,5,0.4,4,0.6,6,0.071428571,0.071428571
lac,305,25,10,0.4,4,0.9,8,0.178571429,0.142857143
lac,305,25,10,0.7,6,1.5,8,0.163265306,0.047619048
lac,305,30,15,1.2,6,3.4,14,0.261904762,0.19047619
lac,305,30,15,0.8,6,1.5,8,0.125,0.047619048
lac,305,35,20,1.3,8,6.6,14,0.582417582,0.107142857
lac,305,35,20,1.3,6,1.3,6,0,0
lac,305,40,25,1.1,6,5.2,10,0.532467532,0.095238095
lac,305,40,25,0.6,6,2.8,8,0.523809524,0.047619048
lac,305,45,30,0.9,6,2.1,10,0.19047619,0.095238095
lac,305,45,30,1.4,6,3.8,12,0.244897959,0.142857143
lac,305,50,35,0.5,6,0,0,0,0
lac,305,50,35,0.2,4,0.4,4,0.142857143,0
lac,306,15,0,1.1,6,1.2,6,0.012987013,0
lac,306,15,0,0.8,6,0.8,6,0,0
lac,306,20,5,0.7,4,0.7,6,0,0.071428571
lac,306,20,5,0.9,4,0.9,6,0,0.071428571
lac,306,25,10,0.5,4,0.5,6,0,0.071428571
lac,306,25,10,0.5,4,0.6,6,0.028571429,0.071428571
lac,306,30,15,0.9,4,0.9,6,0,0.071428571
lac,306,30,15,1.7,6,1.6,8,0,0.047619048
lac,306,35,20,0.7,6,1,10,0.06122449,0.095238095
lac,306,35,20,0.9,6,1.1,8,0.031746032,0.047619048
lac,306,40,25,0.9,6,1.4,8,0.079365079,0.047619048
lac,306,40,25,1.1,6,2,12,0.116883117,0.142857143
lac,306,45,30,1,6,1.4,8,0.057142857,0.047619048
lac,306,45,30,1.4,6,2.1,8,0.071428571,0.047619048
lac,306,50,35,0.4,4,0.5,4,0.035714286,0
lac,306,50,35,0.5,6,0,0,0,0
nor,192,15,0,0.6,6,0.6,6,0,0
nor,192,15,0,0.5,4,0.8,4,0.085714286,0
nor,192,20,5,0.9,6,0.9,6,0,0
nor,192,20,5,0.8,4,0.8,4,0,0
nor,192,25,10,0.4,6,0.6,6,0.071428571,0
nor,192,25,10,1,6,1.1,6,0.014285714,0
nor,192,30,15,0.5,4,0.7,4,0.057142857,0
nor,192,30,15,0.5,6,0.7,8,0.057142857,0.047619048
nor,192,35,20,0.6,4,0.6,8,0,0.142857143
nor,192,35,20,1.3,6,1.3,8,0,0.047619048
nor,192,40,25,0.7,6,0.9,6,0.040816327,0
nor,192,40,25,0.7,4,0.9,6,0.040816327,0.071428571
nor,192,45,30,0.5,4,0.5,6,0,0.071428571
nor,192,45,30,0.4,4,0.4,4,0,0
nor,192,50,35,0.7,4,0,0,0,0
nor,192,50,35,0.6,6,0,0,0,0
nor,195,15,0,0.4,4,0.5,6,0.035714286,0.071428571
nor,195,15,0,0.7,4,0.7,4,0,0
nor,195,20,5,0.7,4,0.7,4,0,0
nor,195,20,5,0.7,4,0.7,6,0,0.071428571
nor,195,30,15,0.6,2,0.6,4,0,0.142857143
nor,195,30,15,0.4,2,0.5,4,0.035714286,0.142857143
nor,195,35,20,0.5,2,0.5,2,0,0
nor,195,35,20,0.7,2,0.8,4,0.020408163,0.142857143
nor,195,40,25,0.3,2,0.4,4,0.047619048,0.142857143
nor,195,40,25,0.5,2,0.5,4,0,0.142857143
nor,195,45,30,0.5,4,0.6,4,0.028571429,0
nor,195,45,30,0.4,4,0.5,4,0.035714286,0
nor,195,50,35,0.5,4,0,0,0,0
nor,198,15,0,0.4,4,0.4,4,0,0
nor,198,15,0,0.3,4,0.4,4,0.047619048,0
nor,198,20,5,0.7,4,0.7,4,0,0
nor,198,25,10,0.4,4,0.5,6,0.035714286,0.071428571
nor,198,25,10,0.5,2,0.5,4,0,0.142857143
nor,198,30,15,0.5,4,0.5,4,0,0
nor,198,30,15,0.7,4,0.7,8,0,0.142857143
nor,198,35,20,0.4,2,0.4,2,0,0
nor,198,35,20,0.9,4,1,6,0.015873016,0.071428571
nor,198,40,25,0.4,4,0.6,4,0.071428571,0
nor,198,40,25,0.5,4,0.6,4,0.028571429,0
nor,198,45,30,0.6,4,0.6,4,0,0
nor,198,45,30,0.6,4,0.6,4,0,0
nor,198,50,35,0.4,4,0,0,0,0
nor,200,15,0,0.5,4,0.6,6,0.028571429,0.071428571
nor,200,15,0,0.5,4,0.7,4,0.057142857,0
nor,200,20,5,0.9,4,1,6,0.015873016,0.071428571
nor,200,20,5,1.1,4,1.2,6,0.012987013,0.071428571
nor,200,25,10,0.7,4,0.8,6,0.020408163,0.071428571
nor,200,25,10,0.6,4,0.8,6,0.047619048,0.071428571
nor,200,30,15,1.2,6,1.2,8,0,0.047619048
nor,200,30,15,0.6,4,0.8,6,0.047619048,0.071428571
nor,200,35,20,1.2,4,1.3,8,0.011904762,0.142857143
nor,200,35,20,0.9,4,0.9,6,0,0.071428571
nor,200,40,25,0.6,4,0.8,6,0.047619048,0.071428571
nor,200,40,25,0.6,4,1.1,6,0.119047619,0.071428571
nor,200,45,30,0.6,4,0.9,6,0.071428571,0.071428571
nor,200,45,30,0.9,4,1.2,6,0.047619048,0.071428571
nor,200,50,35,0.9,4,0.9,4,0,0
nor,200,50,35,0.5,4,0,0,0,0
nor,201,15,0,0.4,2,0.5,2,0.035714286,0
nor,201,15,0,0.6,4,0.7,4,0.023809524,0
nor,201,20,5,0.4,4,0.5,6,0.035714286,0.071428571
nor,201,20,5,0.6,6,0.8,6,0.047619048,0
nor,201,25,10,0.8,4,1,6,0.035714286,0.071428571
nor,201,25,10,0.9,4,0.9,6,0,0.071428571
nor,201,30,15,0.3,4,0.4,6,0.047619048,0.071428571
nor,201,35,20,0.6,6,1,8,0.095238095,0.047619048
nor,201,35,20,0.5,2,0.7,4,0.057142857,0.142857143
nor,201,40,25,0.8,4,1,6,0.035714286,0.071428571
nor,201,40,25,0.6,4,0.9,6,0.071428571,0.071428571
nor,201,45,30,0.5,4,0.6,6,0.028571429,0.071428571
nor,201,45,30,0.6,4,0.9,6,0.071428571,0.071428571
nor,201,50,35,0.5,6,0,0,0,0
nor,201,50,35,0.8,6,0,0,0,0
nor,202,15,0,0.4,2,0.4,2,0,0
nor,202,15,0,0.6,2,0.6,2,0,0
nor,202,20,5,0.6,2,0.6,2,0,0
nor,202,25,10,0.6,4,0.6,6,0,0.071428571
nor,202,30,15,0.4,2,0.4,2,0,0
nor,202,30,15,0.3,2,0.4,2,0.047619048,0
nor,202,35,20,0.5,2,0.5,2,0,0
nor,202,35,20,0.7,4,0.9,6,0.040816327,0.071428571
nor,202,40,25,0.9,2,1.1,4,0.031746032,0.142857143
nor,202,40,25,1,2,1,4,0,0.142857143
nor,202,45,30,0.8,4,0.8,6,0,0.071428571
nor,202,50,35,0.6,6,0.6,6,0,0
nor,202,50,35,0.7,4,0,0,0,0
nor,207,15,0,0.5,4,0.7,4,0.057142857,0
nor,207,15,0,0.6,6,0.7,6,0.023809524,0
nor,207,20,5,0.5,4,0.5,6,0,0.071428571
nor,207,20,5,0.5,4,0.6,6,0.028571429,0.071428571
nor,207,25,10,0.5,4,0.6,6,0.028571429,0.071428571
nor,207,25,10,0.4,4,0.4,6,0,0.071428571
nor,207,30,15,0.6,6,0.8,12,0.047619048,0.142857143
nor,207,30,15,0.7,6,1,8,0.06122449,0.047619048
nor,207,35,20,0.7,6,0.8,8,0.020408163,0.047619048
nor,207,35,20,0.6,6,0.8,8,0.047619048,0.047619048
nor,207,40,25,0.5,4,1,6,0.142857143,0.071428571
nor,207,40,25,0.6,6,0.7,6,0.023809524,0
nor,207,45,30,0.6,4,1.2,6,0.142857143,0.071428571
nor,207,45,30,0.6,4,0.6,6,0,0.071428571
nor,207,50,35,0.6,6,0.6,6,0,0
nor,208,15,0,0.2,4,0.4,4,0.142857143,0
nor,208,15,0,0.8,4,0.8,4,0,0
nor,208,20,5,0.7,2,1,2,0.06122449,0
nor,208,30,15,0.4,4,0.5,4,0.035714286,0
nor,208,30,15,0.4,4,0.5,6,0.035714286,0.071428571
nor,208,35,20,0.5,4,0.5,6,0,0.071428571
nor,208,35,20,0.6,4,0.7,6,0.023809524,0.071428571
nor,208,40,25,0.5,4,0.5,4,0,0
nor,208,40,25,0.4,2,0.5,4,0.035714286,0.142857143
nor,208,45,30,0.6,4,0.8,6,0.047619048,0.071428571
nor,208,45,30,0.6,4,0.8,6,0.047619048,0.071428571
nor,208,50,35,0.3,4,0.5,4,0.095238095,0
nor,208,50,35,0.5,4,0,0,0,0
nor,210,15,0,0.7,4,1.2,4,0.102040816,0
nor,210,20,5,0.6,4,0.7,6,0.023809524,0.071428571
nor,210,20,5,0.6,4,0.7,4,0.023809524,0
nor,210,25,10,0.4,4,0.6,6,0.071428571,0.071428571
nor,210,25,10,0.6,4,0.7,6,0.023809524,0.071428571
nor,210,30,15,0.5,2,0.6,4,0.028571429,0.142857143
nor,210,30,15,0.5,4,0.6,6,0.028571429,0.071428571
nor,210,35,20,0.6,2,0.8,4,0.047619048,0.142857143
nor,210,35,20,0.5,4,0.6,6,0.028571429,0.071428571
nor,210,40,25,0.7,2,0.8,2,0.020408163,0
nor,210,40,25,0.5,4,0.7,4,0.057142857,0
nor,210,45,30,0.8,4,0.8,4,0,0
nor,210,45,30,0.9,4,0.9,6,0,0.071428571
nor,210,50,35,0.7,4,0,0,0,0
nor,210,50,35,0.8,4,0,0,0,0
nor,211,15,0,0.6,4,0.7,4,0.023809524,0
nor,211,15,0,0.4,4,0.5,4,0.035714286,0
nor,211,20,5,0.6,4,0.6,6,0,0.071428571
nor,211,20,5,0.6,4,0.7,6,0.023809524,0.071428571
nor,211,25,10,0.7,4,0.9,6,0.040816327,0.071428571
nor,211,25,10,0.4,4,0.4,6,0,0.071428571
nor,211,30,15,0.6,4,0.8,6,0.047619048,0.071428571
nor,211,30,15,0.4,4,0.5,6,0.035714286,0.071428571
nor,211,35,20,0.8,4,0.9,6,0.017857143,0.071428571
nor,211,35,20,0.7,6,0.9,8,0.040816327,0.047619048
nor,211,40,25,0.8,4,1,4,0.035714286,0
nor,211,40,25,0.7,4,0.9,6,0.040816327,0.071428571
nor,211,45,30,0.5,4,0.6,6,0.028571429,0.071428571
nor,211,45,30,0.6,4,0.8,4,0.047619048,0
nor,211,50,35,0.6,4,0.6,4,0,0
nor,211,50,35,0.6,6,0.6,6,0,0
nor,213,15,0,0.6,4,0.6,6,0,0.071428571
nor,213,15,0,0.4,4,0.5,4,0.035714286,0
nor,213,25,10,0.3,4,0.4,6,0.047619048,0.071428571
nor,213,25,10,0.5,4,0.6,6,0.028571429,0.071428571
nor,213,30,15,0.6,2,0.8,4,0.047619048,0.142857143
nor,213,30,15,0.8,2,0.8,4,0,0.142857143
nor,213,35,20,0.7,2,0.7,4,0,0.142857143
nor,213,35,20,0.6,4,0.6,6,0,0.071428571
nor,213,40,25,0.5,2,0.7,4,0.057142857,0.142857143
nor,213,40,25,0.8,2,0.7,2,0,0
nor,213,45,30,0.4,4,0.4,6,0,0.071428571
nor,213,45,30,0.5,4,0.5,4,0,0
nor,213,50,35,0.4,4,0,0,0,0
nor,219,15,0,0.8,4,0.8,6,0,0.071428571
nor,219,20,5,0.7,4,0.7,6,0,0.071428571
nor,219,20,5,0.5,4,0.9,4,0.114285714,0
nor,219,25,10,0.3,4,0.5,6,0.095238095,0.071428571
nor,219,30,15,0.5,2,0.6,2,0.028571429,0
nor,219,30,15,0.7,2,0.7,4,0,0.142857143
nor,219,35,20,0.5,2,0.5,2,0,0
nor,219,35,20,0.7,2,0.7,4,0,0.142857143
nor,219,40,25,0.8,4,0.8,6,0,0.071428571
nor,219,40,25,0.7,6,1,6,0.06122449,0
nor,219,45,30,0.4,4,0,0,0,0
nor,219,45,30,0.5,4,0.6,6,0.028571429,0.071428571
nor,219,50,35,0.6,4,0,0,0,0
nor,219,50,35,0.9,6,0,0,0,0
nor,220,15,0,0.9,6,1,6,0.015873016,0
nor,220,15,0,0.9,6,1,6,0.015873016,0
nor,220,20,5,1.3,6,1.3,6,0,0
nor,220,20,5,0.9,4,1.2,6,0.047619048,0.071428571
nor,220,25,10,0.5,4,0.7,6,0.057142857,0.071428571
nor,220,25,10,0.9,4,0.9,6,0,0.071428571
nor,220,30,15,2,6,2.3,6,0.021428571,0
nor,220,35,20,1.4,4,1.5,6,0.010204082,0.071428571
nor,220,35,20,2.2,6,2.7,6,0.032467532,0
nor,220,40,25,0.9,4,1.1,6,0.031746032,0.071428571
nor,220,40,25,1.5,4,1.8,6,0.028571429,0.071428571
nor,220,45,30,0.8,4,1.1,6,0.053571429,0.071428571
nor,220,45,30,0.8,4,0.8,6,0,0.071428571
nor,220,50,35,1,4,0,0,0,0
nor,220,50,35,1.1,4,0,0,0,0
nor,223,15,0,0.5,4,0.7,4,0.057142857,0
nor,223,15,0,0.3,4,0.3,4,0,0
nor,223,20,5,0.8,4,1,6,0.035714286,0.071428571
nor,223,20,5,0.5,6,0.7,6,0.057142857,0
nor,223,25,10,0.4,6,0.6,8,0.071428571,0.047619048
nor,223,25,10,0.4,4,0.6,6,0.071428571,0.071428571
nor,223,30,15,0.6,2,0.6,6,0,0.285714286
nor,223,30,15,0.7,6,0.9,8,0.040816327,0.047619048
nor,223,35,20,0.6,4,0.6,6,0,0.071428571
nor,223,35,20,0.4,2,0.6,4,0.071428571,0.142857143
nor,223,40,25,0.6,4,0.8,6,0.047619048,0.071428571
nor,223,40,25,1.1,4,1.2,6,0.012987013,0.071428571
nor,223,45,30,0.8,4,0.8,4,0,0
nor,223,45,30,0.6,4,0.6,4,0,0
nor,223,50,35,0.5,4,0,0,0,0
nor,223,50,35,0.4,4,0,0,0,0
nor,224,15,0,0.7,4,0.9,6,0.040816327,0.071428571
nor,224,15,0,0.5,4,0.6,6,0.028571429,0.071428571
nor,224,20,5,0.6,6,0.7,6,0.023809524,0
nor,224,20,5,0.5,4,0.6,4,0.028571429,0
nor,224,25,10,0.4,4,0.7,6,0.107142857,0.071428571
nor,224,25,10,0.4,4,0.7,6,0.107142857,0.071428571
nor,224,30,15,0.4,4,0.4,6,0,0.071428571
nor,224,30,15,0.4,4,0.4,6,0,0.071428571
nor,224,35,20,0.6,4,0.6,6,0,0.071428571
nor,224,35,20,0.4,4,0.7,6,0.107142857,0.071428571
nor,224,40,25,0.7,4,0.9,6,0.040816327,0.071428571
nor,224,40,25,0.5,4,0.9,6,0.114285714,0.071428571
nor,224,45,30,0.6,4,0.6,6,0,0.071428571
nor,224,45,30,0.8,4,0.9,4,0.017857143,0
nor,224,50,35,0.5,6,0,0,0,0
nor,224,50,35,0.7,4,0,0,0,0
nor,227,15,0,0.8,6,0.9,6,0.017857143,0
nor,227,15,0,0.8,6,1.1,6,0.053571429,0
nor,227,20,5,0.6,4,0.7,6,0.023809524,0.071428571
nor,227,20,5,0.8,4,0.9,6,0.017857143,0.071428571
nor,227,25,10,0.5,4,0.5,6,0,0.071428571
nor,227,25,10,0.4,4,0.6,6,0.071428571,0.071428571
nor,227,30,15,0.6,2,0.8,4,0.047619048,0.142857143
nor,227,30,15,0.5,4,0.6,6,0.028571429,0.071428571
nor,227,35,20,0.5,2,0.5,4,0,0.142857143
nor,227,35,20,0.4,2,0.4,4,0,0.142857143
nor,227,40,25,0.8,4,0.8,6,0,0.071428571
nor,227,40,25,0.8,2,0.8,2,0,0
nor,227,45,30,0.8,4,0.9,6,0.017857143,0.071428571
nor,227,45,30,0.8,4,0.8,4,0,0
nor,227,50,35,0.7,6,0,0,0,0
nor,227,50,35,0.6,4,0,0,0,0
nor,229,15,0,0.7,4,0.7,6,0,0.071428571
nor,229,15,0,0.6,4,0.7,4,0.023809524,0
nor,229,20,5,0.6,4,0.6,6,0,0.071428571
nor,229,20,5,0.6,4,0.7,4,0.023809524,0
nor,229,25,10,0.3,4,0.4,6,0.047619048,0.071428571
nor,229,25,10,0.5,4,0.6,6,0.028571429,0.071428571
nor,229,30,15,0.4,4,0.5,6,0.035714286,0.071428571
nor,229,30,15,0.6,6,0.8,8,0.047619048,0.047619048
nor,229,35,20,0.4,6,0.7,8,0.107142857,0.047619048
nor,229,35,20,0.5,6,0.6,8,0.028571429,0.047619048
nor,229,40,25,0.5,4,0.7,4,0.057142857,0
nor,229,40,25,0.5,2,0.6,4,0.028571429,0.142857143
nor,229,45,30,0.8,4,0.8,6,0,0.071428571
nor,229,45,30,0.4,4,0.6,4,0.071428571,0
nor,229,50,35,0.7,4,0.7,4,0,0
nor,229,50,35,0.7,4,0,0,0,0
nor,233,15,0,0.5,4,0.6,4,0.028571429,0
nor,233,15,0,0.6,4,0.6,4,0,0
nor,233,20,5,0.9,4,1.1,6,0.031746032,0.071428571
nor,233,20,5,0.6,4,0.7,6,0.023809524,0.071428571
