species,family,dayTemp,nightTemp,stemLen1,leafNum1,stemLen2,leafNum2,rgrStem,rgrLeaf
eas,86,15,0,0.3,6,0.5,6,0.095238095,0
eas,86,15,0,0.3,6,0.4,6,0.047619048,0
eas,86,15,0,0.2,6,0.3,6,0.071428571,0
eas,86,15,0,0.3,6,0.3,6,0,0
eas,86,20,5,0.1,4,0.2,6,0.142857143,0.071428571
eas,86,20,5,0.5,6,0.7,6,0.057142857,0
eas,86,20,5,0.4,6,0.6,6,0.071428571,0
eas,86,25,10,0.4,6,0.5,6,0.035714286,0
eas,86,25,10,0.4,6,0.5,12,0.035714286,0.142857143
eas,86,25,10,0.3,4,0.3,6,0,0.071428571
eas,86,25,10,0.4,6,0.6,6,0.071428571,0
eas,86,30,15,0.3,4,0.5,6,0.095238095,0.071428571
eas,86,30,15,0.5,6,0.6,6,0.028571429,0
eas,86,30,15,0.4,6,0.7,8,0.107142857,0.047619048
eas,86,30,15,1,6,1.3,12,0.042857143,0.142857143
eas,86,35,20,0.3,4,0.4,4,0.047619048,0
eas,86,35,20,0.4,6,0.6,6,0.071428571,0
eas,86,35,20,0.3,4,0.4,6,0.047619048,0.071428571
eas,86,35,20,0.4,6,0.6,8,0.071428571,0.047619048
eas,86,40,25,0.6,6,0.6,6,0,0
eas,86,40,25,0.6,6,0.7,6,0.023809524,0
eas,86,40,25,0.6,3,0.8,6,0.047619048,0.142857143
eas,86,40,25,0.5,6,0.6,6,0.028571429,0
eas,86,45,30,0.3,4,0.5,6,0.095238095,0.071428571
eas,86,45,30,0.5,4,0.6,6,0.028571429,0.071428571
eas,86,45,30,0.6,6,0.8,6,0.047619048,0
eas,86,45,30,0.5,6,0.6,6,0.028571429,0
eas,86,50,35,0.2,4,0,0,0,0
eas,86,50,35,0.4,6,0,0,0,0
eas,86,50,35,0.3,6,0,0,0,0
eas,86,50,35,0.1,4,0,0,0,0
eas,87,15,0,0.3,6,0.4,6,0.047619048,0
eas,87,15,0,0.3,6,0.4,6,0.047619048,0
eas,87,15,0,0.5,6,0.6,6,0.028571429,0
eas,87,15,0,0.2,4,0.2,4,0,0
eas,87,20,5,0.1,4,0.1,4,0,0
eas,87,20,5,0.4,4,0.5,4,0.035714286,0
eas,87,20,5,0.4,4,0.4,6,0,0.071428571
eas,87,25,10,0.3,4,0.4,4,0.047619048,0
eas,87,25,10,0.5,6,0.8,8,0.085714286,0.047619048
eas,87,25,10,0.3,4,0.3,6,0,0.071428571
eas,87,25,10,0.2,4,0.5,6,0.214285714,0.071428571
eas,87,30,15,0.1,4,0.1,4,0,0
eas,87,30,15,0.2,4,0.3,4,0.071428571,0
eas,87,30,15,0.3,6,0.8,8,0.238095238,0.047619048
eas,87,35,20,0.4,4,0.6,6,0.071428571,0.071428571
eas,87,35,20,0.2,4,0.4,4,0.142857143,0
eas,87,35,20,0.5,6,0.9,14,0.114285714,0.19047619
eas,87,35,20,0.5,6,0.5,8,0,0.047619048
eas,87,40,25,0.2,4,0.4,6,0.142857143,0.071428571
eas,87,40,25,0.7,6,0.8,6,0.020408163,0
eas,87,40,25,0.4,4,0.5,4,0.035714286,0
eas,87,40,25,0.5,4,0.6,6,0.028571429,0.071428571
eas,87,45,30,0.2,4,0.3,4,0.071428571,0
eas,87,45,30,0.4,4,0.4,4,0,0
eas,87,45,30,0.4,4,0.5,4,0.035714286,0
eas,87,50,35,0.3,6,0,0,0,0
eas,87,50,35,0.1,4,0,0,0,0
eas,87,50,35,0.6,6,0,0,0,0
eas,88,15,0,0.2,4,0.2,4,0,0
eas,88,15,0,0.1,4,0.2,4,0.142857143,0
eas,88,15,0,0.4,6,0.5,6,0.035714286,0
eas,88,20,5,0.4,4,0.5,4,0.035714286,0
eas,88,20,5,0.3,6,0.4,12,0.047619048,0.142857143
eas,88,20,5,0.5,4,0.7,4,0.057142857,0
eas,88,20,5,0.7,6,1,6,0.06122449,0
eas,88,25,10,0.2,6,0.3,6,0.071428571,0
eas,88,25,10,0.1,2,0.1,2,0,0
eas,88,25,10,0.5,4,0.7,6,0.057142857,0.071428571
eas,88,25,10,0.6,4,0.8,6,0.047619048,0.071428571
eas,88,30,15,0.4,6,0.7,6,0.107142857,0
eas,88,30,15,0.2,4,0.4,4,0.142857143,0
eas,88,30,15,0.7,6,0.9,8,0.040816327,0.047619048
eas,88,30,15,0.6,6,0.8,8,0.047619048,0.047619048
eas,88,35,20,0.4,4,0.5,6,0.035714286,0.071428571
eas,88,35,20,0.3,6,0.9,8,0.285714286,0.047619048
eas,88,35,20,0.4,6,0.8,6,0.142857143,0
eas,88,35,20,0.2,4,0.4,6,0.142857143,0.071428571
eas,88,40,25,0.5,6,0.7,6,0.057142857,0
eas,88,40,25,0.5,4,0.6,6,0.028571429,0.071428571
eas,88,40,25,0.3,6,0.6,6,0.142857143,0
eas,88,40,25,0.6,4,0.8,6,0.047619048,0.071428571
eas,88,45,30,0.3,4,0.4,4,0.047619048,0
eas,88,45,30,0.5,4,0.6,4,0.028571429,0
eas,88,45,30,0.3,4,0.4,4,0.047619048,0
eas,88,45,30,0.4,6,0.7,6,0.107142857,0
eas,88,50,35,0.3,6,0,0,0,0
eas,88,50,35,0.5,6,0,0,0,0
eas,88,50,35,0.1,2,0,0,0,0
eas,88,50,35,0.5,4,0,0,0,0
eas,89,15,0,0.1,4,0.3,4,0.285714286,0
eas,89,15,0,0.2,4,0.4,6,0.142857143,0.071428571
eas,89,15,0,0.2,4,0.3,4,0.071428571,0
eas,89,15,0,0.2,4,0.3,4,0.071428571,0
eas,89,20,5,0.1,4,0.1,4,0,0
eas,89,20,5,0.3,4,0.4,4,0.047619048,0
eas,89,20,5,0.7,4,0.7,6,0,0.071428571
eas,89,20,5,0.5,4,0.6,6,0.028571429,0.071428571
eas,89,25,10,0.3,6,0.4,6,0.047619048,0
eas,89,25,10,0.5,6,1,8,0.142857143,0.047619048
eas,89,25,10,0.3,4,0.4,6,0.047619048,0.071428571
eas,89,25,10,0.5,6,0.8,6,0.085714286,0
eas,89,30,15,0.2,4,0.5,4,0.214285714,0
eas,89,30,15,0.2,4,0.4,4,0.142857143,0
eas,89,30,15,0.8,6,1.3,12,0.089285714,0.142857143
eas,89,30,15,0.5,4,0.8,6,0.085714286,0.071428571
eas,89,35,20,0.1,4,0.4,4,0.428571429,0
eas,89,35,20,0.3,4,0.7,6,0.19047619,0.071428571
eas,89,35,20,0.2,4,0.3,6,0.071428571,0.071428571
eas,89,35,20,0.2,4,0.4,6,0.142857143,0.071428571
eas,89,40,25,0.3,4,0.6,6,0.142857143,0.071428571
eas,89,40,25,0.6,6,0.7,6,0.023809524,0
eas,89,40,25,0.3,6,0.5,6,0.095238095,0
eas,89,40,25,0.3,6,0.6,6,0.142857143,0
eas,89,45,30,0.6,6,0.9,6,0.071428571,0
eas,89,45,30,0.1,5,0.1,5,0,0
eas,89,45,30,0.1,4,0.1,4,0,0
eas,89,50,35,0.2,4,0,0,0,0
eas,89,50,35,0.1,4,0,0,0,0
eas,89,50,35,0.3,6,0,0,0,0
eas,89,50,35,0.4,4,0,0,0,0
eas,90,15,0,0.3,6,0.4,6,0.047619048,0
eas,90,15,0,1,6,1,6,0,0
eas,90,15,0,0.3,6,0.3,6,0,0
eas,90,15,0,0.1,6,0.3,6,0.285714286,0
eas,90,20,5,0.4,6,0.6,12,0.071428571,0.142857143
eas,90,20,5,0.5,4,0.6,4,0.028571429,0
eas,90,20,5,0.9,6,1.1,6,0.031746032,0
eas,90,25,10,0.3,6,0.5,6,0.095238095,0
eas,90,25,10,0.5,6,0.5,6,0,0
eas,90,25,10,0.3,4,0.3,6,0,0.071428571
eas,90,25,10,0.4,4,0.4,6,0,0.071428571
eas,90,30,15,0.4,6,0.8,8,0.142857143,0.047619048
eas,90,30,15,0.3,4,0.4,4,0.047619048,0
eas,90,30,15,0.5,6,1.3,12,0.228571429,0.142857143
eas,90,30,15,0.6,6,0.8,8,0.047619048,0.047619048
eas,90,35,20,0.4,6,0.7,6,0.107142857,0
eas,90,35,20,0.4,6,0.7,8,0.107142857,0.047619048
eas,90,35,20,0.3,6,0.4,8,0.047619048,0.047619048
eas,90,35,20,0.3,6,0.6,8,0.142857143,0.047619048
eas,90,40,25,0.3,4,0.5,4,0.095238095,0
eas,90,40,25,0.5,4,0.6,4,0.028571429,0
eas,90,40,25,0.5,4,0.5,4,0,0
eas,90,40,25,0.4,4,0.4,6,0,0.071428571
eas,90,45,30,0.3,4,0.3,4,0,0
eas,90,45,30,0.4,6,0.5,6,0.035714286,0
eas,90,45,30,0.4,6,0.6,6,0.071428571,0
eas,90,45,30,0.3,6,0.4,6,0.047619048,0
eas,90,50,35,0.3,4,0,0,0,0
eas,90,50,35,0.4,6,0,0,0,0
eas,90,50,35,0.2,4,0,0,0,0
eas,90,50,35,0.2,4,0,0,0,0
eas,91,15,0,0.2,6,0.4,6,0.142857143,0
eas,91,15,0,0.2,6,0.5,6,0.214285714,0
eas,91,15,0,0.3,4,0.4,6,0.047619048,0.071428571
eas,91,15,0,0.2,4,0.2,4,0,0
eas,91,20,5,0.2,6,0.3,6,0.071428571,0
eas,91,20,5,0.4,6,0.5,6,0.035714286,0
eas,91,20,5,0.4,6,0.7,8,0.107142857,0.047619048
eas,91,20,5,0.6,4,0.7,6,0.023809524,0.071428571
eas,91,25,10,0.3,8,0.3,8,0,0
eas,91,25,10,0.6,6,0.6,6,0,0
eas,91,25,10,0.5,4,0.6,6,0.028571429,0.071428571
eas,91,25,10,0.4,4,0.5,6,0.035714286,0.071428571
eas,91,30,15,0.2,4,0.3,4,0.071428571,0
eas,91,30,15,0.3,4,0.6,6,0.142857143,0.071428571
eas,91,30,15,0.6,6,1,12,0.095238095,0.142857143
eas,91,30,15,0.4,6,0.8,8,0.142857143,0.047619048
eas,91,35,20,0.4,4,0.5,6,0.035714286,0.071428571
eas,91,35,20,0.5,6,0.7,6,0.057142857,0
eas,91,35,20,0.5,6,0.7,6,0.057142857,0
eas,91,35,20,0.2,6,0.5,8,0.214285714,0.047619048
eas,91,40,25,0.4,6,0.6,6,0.071428571,0
eas,91,40,25,0.3,4,0.5,6,0.095238095,0.071428571
eas,91,40,25,0.4,6,0.8,6,0.142857143,0
eas,91,45,30,0.5,6,0.7,6,0.057142857,0
eas,91,45,30,0.5,4,0.5,6,0,0.071428571
eas,91,45,30,0.4,6,0,0,0,0
eas,91,45,30,0.4,6,0.6,6,0.071428571,0
eas,91,50,35,0.1,4,0,0,0,0
eas,91,50,35,0.4,4,0,0,0,0
eas,91,50,35,0.2,4,0,0,0,0
eas,91,50,35,0.3,4,0,0,0,0
eas,92,15,0,0.4,6,0.5,6,0.035714286,0
eas,92,15,0,0.5,4,0.5,6,0,0.071428571
eas,92,15,0,0.8,6,0.8,6,0,0
eas,92,15,0,0.4,6,0.5,6,0.035714286,0
eas,92,20,5,0.3,4,0.3,6,0,0.071428571
eas,92,20,5,0.3,4,0.4,6,0.047619048,0.071428571
eas,92,20,5,0.3,4,0.3,6,0,0.071428571
eas,92,25,10,0.3,4,0.5,6,0.095238095,0.071428571
eas,92,25,10,0.2,6,0.4,6,0.142857143,0
eas,92,25,10,0.4,4,0.5,6,0.035714286,0.071428571
eas,92,25,10,0.4,6,0.4,6,0,0
eas,92,30,15,0.3,4,0.5,6,0.095238095,0.071428571
eas,92,30,15,0.3,4,0.4,6,0.047619048,0.071428571
eas,92,30,15,0.5,6,1,8,0.142857143,0.047619048
eas,92,30,15,0.7,6,1.2,8,0.102040816,0.047619048
eas,92,35,20,0.2,4,0.4,4,0.142857143,0
eas,92,35,20,0.2,4,0.5,6,0.214285714,0.071428571
eas,92,35,20,0.4,4,0.5,6,0.035714286,0.071428571
eas,92,35,20,0.6,6,0.8,12,0.047619048,0.142857143
eas,92,40,25,0.4,6,0.6,8,0.071428571,0.047619048
eas,92,40,25,0.4,4,0.4,6,0,0.071428571
eas,92,40,25,0.4,4,0.5,4,0.035714286,0
eas,92,40,25,0.7,6,0.9,6,0.040816327,0
eas,92,45,30,0.5,6,0.6,6,0.028571429,0
eas,92,45,30,0.7,4,0.9,4,0.040816327,0
eas,92,45,30,0.1,4,0.1,4,0,0
eas,92,45,30,0.3,4,0.5,6,0.095238095,0.071428571
eas,92,50,35,0.3,4,0,0,0,0
eas,92,50,35,0.3,4,0,0,0,0
eas,92,50,35,0.3,4,0,0,0,0
eas,92,50,35,0.5,4,0,0,0,0
eas,93,15,0,0.5,6,0.6,6,0.028571429,0
eas,93,15,0,0.4,6,0.5,6,0.035714286,0
eas,93,15,0,0.6,6,0.7,6,0.023809524,0
eas,93,15,0,0.3,4,0.3,4,0,0
eas,93,20,5,0.2,4,0.4,6,0.142857143,0.071428571
eas,93,20,5,0.4,6,0.4,8,0,0.047619048
eas,93,20,5,0.4,4,0.5,6,0.035714286,0.071428571
eas,93,20,5,0.3,4,0.5,6,0.095238095,0.071428571
eas,93,25,10,0.4,6,0.5,6,0.035714286,0
eas,93,25,10,0.5,6,0.6,6,0.028571429,0
eas,93,25,10,0.7,6,0.9,8,0.040816327,0.047619048
eas,93,25,10,0.1,4,0.1,4,0,0
eas,93,30,15,0.3,6,0.4,6,0.047619048,0
eas,93,30,15,0.8,6,1.1,6,0.053571429,0
eas,93,30,15,0.7,6,1.1,12,0.081632653,0.142857143
eas,93,30,15,0.5,6,0.8,8,0.085714286,0.047619048
eas,93,35,20,0.1,4,0.2,4,0.142857143,0
eas,93,35,20,0.3,4,0.3,6,0,0.071428571
eas,93,35,20,0.4,6,0.7,8,0.107142857,0.047619048
eas,93,35,20,0.5,6,0.7,8,0.057142857,0.047619048
eas,93,40,25,0.8,4,0.9,6,0.017857143,0.071428571
eas,93,40,25,0.7,4,0.8,6,0.020408163,0.071428571
eas,93,40,25,1,6,1.1,12,0.014285714,0.142857143
eas,93,40,25,0.5,6,0.5,6,0,0
eas,93,45,30,0.5,6,0.6,6,0.028571429,0
eas,93,45,30,0.4,4,0.6,4,0.071428571,0
eas,93,45,30,0.1,4,0.1,4,0,0
eas,93,45,30,0.5,6,0.6,6,0.028571429,0
eas,93,50,35,0.3,4,0,0,0,0
eas,93,50,35,0.1,4,0,0,0,0
eas,93,50,35,0.3,4,0,0,0,0
eas,93,50,35,0.6,6,0,0,0,0
eas,94,15,0,0.4,6,0.4,6,0,0
eas,94,15,0,0.2,6,0.3,6,0.071428571,0
eas,94,15,0,0.3,5,0.4,6,0.047619048,0.028571429
eas,94,15,0,0.3,4,0.3,6,0,0.071428571
eas,94,20,5,0.2,4,0.3,6,0.071428571,0.071428571
eas,94,20,5,0.7,6,0.7,8,0,0.047619048
eas,94,20,5,0.1,4,0.1,4,0,0
eas,94,20,5,0.6,6,0.7,8,0.023809524,0.047619048
eas,94,25,10,0.6,4,0.6,6,0,0.071428571
eas,94,25,10,0.3,6,0.4,6,0.047619048,0
eas,94,25,10,0.6,4,0.6,6,0,0.071428571
eas,94,25,10,0.3,4,0.6,6,0.142857143,0.071428571
eas,94,30,15,0.2,6,0.4,6,0.142857143,0
eas,94,30,15,0.1,4,0.1,4,0,0
eas,94,30,15,0.4,6,0.6,6,0.071428571,0
eas,94,30,15,0.7,6,0.8,8,0.020408163,0.047619048
eas,94,35,20,0.5,6,0.6,6,0.028571429,0
eas,94,35,20,0.1,4,0.1,4,0,0
eas,94,35,20,0.4,4,0.6,6,0.071428571,0.071428571
eas,94,35,20,0.3,6,0.7,10,0.19047619,0.095238095
eas,94,40,25,0.6,6,0.8,6,0.047619048,0
eas,94,40,25,0.4,4,0.4,6,0,0.071428571
eas,94,40,25,0.4,4,0.5,6,0.035714286,0.071428571
eas,94,40,25,0.4,6,0.5,6,0.035714286,0
eas,94,45,30,0.4,6,0.5,6,0.035714286,0
eas,94,45,30,0.7,6,0.9,8,0.040816327,0.047619048
eas,94,45,30,0.3,6,0.3,6,0,0
eas,94,45,30,0.4,4,0.5,4,0.035714286,0
eas,94,50,35,0.2,4,0,0,0,0
eas,94,50,35,0.2,6,0,0,0,0
eas,94,50,35,0.2,4,0,0,0,0
eas,94,50,35,0.5,6,0,0,0,0
eas,95,15,0,0.4,6,0.5,6,0.035714286,0
eas,95,15,0,0.3,4,0.4,6,0.047619048,0.071428571
eas,95,15,0,0.5,6,0.5,6,0,0
eas,95,15,0,0.5,4,0.5,4,0,0
eas,95,20,5,0.3,6,0.4,6,0.047619048,0
eas,95,20,5,0.3,4,0.3,4,0,0
eas,95,20,5,0.5,4,0.5,6,0,0.071428571
eas,95,20,5,0.5,4,0.5,6,0,0.071428571
eas,95,25,10,0.2,4,0.3,6,0.071428571,0.071428571
eas,95,25,10,0.4,4,0.5,6,0.035714286,0.071428571
eas,95,25,10,0.4,6,0.6,6,0.071428571,0
eas,95,25,10,0.3,4,0.3,4,0,0
eas,95,30,15,0.1,4,0.2,4,0.142857143,0
eas,95,30,15,0.3,4,0.5,6,0.095238095,0.071428571
eas,95,30,15,0.7,6,0.9,6,0.040816327,0
eas,95,30,15,0.4,6,0.6,6,0.071428571,0
eas,95,35,20,0.2,2,0.4,4,0.142857143,0.142857143
eas,95,35,20,0.3,4,0.4,6,0.047619048,0.071428571
eas,95,35,20,0.3,4,0.5,6,0.095238095,0.071428571
eas,95,35,20,0.4,6,0.6,8,0.071428571,0.047619048
eas,95,40,25,0.3,4,0.5,6,0.095238095,0.071428571
eas,95,40,25,0.4,4,0.4,6,0,0.071428571
eas,95,40,25,0.2,4,0.3,4,0.071428571,0
eas,95,40,25,0.5,4,0.5,6,0,0.071428571
eas,95,45,30,0.4,4,0.5,4,0.035714286,0
eas,95,45,30,0.5,4,0.6,4,0.028571429,0
eas,95,45,30,0.2,4,0.2,4,0,0
eas,95,45,30,0.5,6,0.6,6,0.028571429,0
eas,95,50,35,0.2,4,0,0,0,0
eas,95,50,35,0.6,6,0,0,0,0
eas,95,50,35,0.5,4,0,0,0,0
eas,95,50,35,0.2,4,0,0,0,0
eas,96,15,0,0.3,4,0.3,6,0,0.071428571
eas,96,15,0,0.4,4,0.5,6,0.035714286,0.071428571
eas,96,15,0,0.3,4,0.3,4,0,0
eas,96,15,0,0.4,6,0.6,6,0.071428571,0
eas,96,20,5,0.5,4,0.5,4,0,0
eas,96,20,5,0.3,4,0.5,6,0.095238095,0.071428571
eas,96,20,5,0.4,4,0.5,6,0.035714286,0.071428571
eas,96,20,5,0.4,4,0.5,6,0.035714286,0.071428571
eas,96,25,10,0.4,4,0.6,6,0.071428571,0.071428571
eas,96,25,10,0.5,6,0.6,6,0.028571429,0
eas,96,25,10,0.4,4,0.5,4,0.035714286,0
eas,96,25,10,0.2,6,0.3,6,0.071428571,0
eas,96,30,15,0.1,4,0.1,4,0,0
eas,96,30,15,0.4,6,0.6,6,0.071428571,0
eas,96,30,15,0.5,6,0.9,6,0.114285714,0
eas,96,35,20,0.2,4,0.3,4,0.071428571,0
eas,96,35,20,0.1,4,0.3,4,0.285714286,0
eas,96,35,20,0.3,4,0.5,6,0.095238095,0.071428571
eas,96,35,20,0.5,6,0.6,8,0.028571429,0.047619048
eas,96,40,25,0.2,4,0.3,4,0.071428571,0
eas,96,40,25,0.4,4,0.6,6,0.071428571,0.071428571
eas,96,40,25,0.2,4,0.2,4,0,0
eas,96,40,25,0.6,6,0.6,6,0,0
eas,96,45,30,0.6,6,0.6,6,0,0
eas,96,45,30,0.2,4,0.3,4,0.071428571,0
eas,96,45,30,0.2,4,0.2,4,0,0
eas,96,45,30,0.1,2,0,0,0,0
eas,96,50,35,0.3,4,0,0,0,0
eas,96,50,35,0.5,6,0,0,0,0
eas,96,50,35,0.2,4,0,0,0,0
eas,96,50,35,0.5,6,0,0,0,0
eas,97,15,0,0.5,6,0.5,6,0,0
eas,97,15,0,0.2,6,0.3,6,0.071428571,0
eas,97,15,0,0.6,6,0.6,6,0,0
eas,97,15,0,0.3,4,0.3,4,0,0
eas,97,20,5,0.2,8,0.5,8,0.214285714,0
eas,97,20,5,0.4,6,0.5,8,0.035714286,0.047619048
eas,97,20,5,0.4,6,0.4,6,0,0
eas,97,20,5,0.1,4,0.3,4,0.285714286,0
eas,97,25,10,0.5,6,0.6,6,0.028571429,0
eas,97,25,10,0.4,6,0.7,8,0.107142857,0.047619048
eas,97,25,10,0.1,4,0.2,4,0.142857143,0
eas,97,25,10,0.4,4,0.5,6,0.035714286,0.071428571
eas,97,30,15,0.4,6,0.7,6,0.107142857,0
eas,97,30,15,0.4,6,0.6,6,0.071428571,0
eas,97,30,15,0.5,6,0.7,8,0.057142857,0.047619048
eas,97,30,15,0.6,6,1.1,14,0.119047619,0.19047619
eas,97,35,20,0.4,4,0.6,4,0.071428571,0
eas,97,35,20,0.5,4,0.7,6,0.057142857,0.071428571
eas,97,35,20,0.2,6,0.3,8,0.071428571,0.047619048
eas,97,35,20,0.4,6,0.7,8,0.107142857,0.047619048
eas,97,40,25,0.6,6,0.9,6,0.071428571,0
eas,97,40,25,0.3,4,0.5,4,0.095238095,0
eas,97,40,25,0.3,4,0.3,6,0,0.071428571
eas,97,40,25,0.6,6,0.7,6,0.023809524,0
eas,97,45,30,0.5,4,0.6,6,0.028571429,0.071428571
eas,97,45,30,0.6,6,0.6,6,0,0
eas,97,45,30,0.1,4,0.2,4,0.142857143,0
eas,97,45,30,0.3,4,0.3,4,0,0
eas,97,50,35,0.4,4,0,0,0,0
eas,97,50,35,0.5,4,0,0,0,0
eas,97,50,35,0.4,6,0,0,0,0
eas,97,50,35,0.5,6,0,0,0,0
eas,98,15,0,0.3,4,0.4,6,0.047619048,0.071428571
eas,98,15,0,0.2,4,0.2,6,0,0.071428571
eas,98,15,0,0.3,4,0.4,4,0.047619048,0
eas,98,15,0,0.5,6,0.7,6,0.057142857,0
eas,98,20,5,0.5,6,0.5,6,0,0
eas,98,20,5,0.3,4,0.3,4,0,0
eas,98,20,5,0.4,4,0.4,6,0,0.071428571
eas,98,20,5,0.2,4,0.3,4,0.071428571,0
eas,98,25,10,0.3,4,0.4,4,0.047619048,0
eas,98,25,10,0.3,4,0.5,4,0.095238095,0
eas,98,25,10,0.6,4,0.6,6,0,0.071428571
eas,98,25,10,0.2,4,0.3,4,0.071428571,0
eas,98,30,15,0.2,4,0.3,4,0.071428571,0
eas,98,30,15,0.2,4,0.3,4,0.071428571,0
eas,98,30,15,0.4,6,0.5,6,0.035714286,0
eas,98,30,15,0.4,6,0.4,6,0,0
eas,98,35,20,0.3,4,0.3,4,0,0
eas,98,35,20,0.3,4,0.5,6,0.095238095,0.071428571
eas,98,35,20,0.2,4,0.3,6,0.071428571,0.071428571
eas,98,35,20,0.3,6,0.5,6,0.095238095,0
eas,98,40,25,0.4,6,0.7,6,0.107142857,0
eas,98,40,25,0.6,4,0.7,4,0.023809524,0
eas,98,40,25,0.2,4,0.3,4,0.071428571,0
eas,98,40,25,0.3,6,0.5,6,0.095238095,0
eas,98,45,30,0.6,4,0.7,4,0.023809524,0
eas,98,45,30,0.3,4,0.5,4,0.095238095,0
eas,98,45,30,0.1,2,0.2,2,0.142857143,0
eas,98,45,30,0.4,4,0.6,4,0.071428571,0
eas,98,50,35,0.3,4,0,0,0,0
eas,98,50,35,0.1,4,0,0,0,0
eas,98,50,35,0.2,4,0,0,0,0
eas,98,50,35,0.2,4,0,0,0,0
eas,99,15,0,0.1,4,0.2,6,0.142857143,0.071428571
eas,99,15,0,0.2,4,0.3,8,0.071428571,0.142857143
eas,99,15,0,0.1,4,0.2,4,0.142857143,0
eas,99,15,0,0.4,4,0.4,4,0,0
eas,99,20,5,0.3,6,0.3,6,0,0
eas,99,20,5,0.2,4,0.2,6,0,0.071428571
eas,99,20,5,0.3,4,0.5,6,0.095238095,0.071428571
eas,99,20,5,0.4,4,0.4,6,0,0.071428571
eas,99,25,10,0.1,4,0.2,6,0.142857143,0.071428571
eas,99,25,10,0.2,4,0.2,4,0,0
eas,99,25,10,0.2,4,0.4,6,0.142857143,0.071428571
eas,99,25,10,0.2,4,0.3,6,0.071428571,0.071428571
eas,99,30,15,0.2,4,0.2,4,0,0
eas,99,30,15,0.3,4,0.3,4,0,0
eas,99,30,15,0.1,6,0.3,6,0.285714286,0
eas,99,30,15,0.5,6,0.7,6,0.057142857,0
eas,99,35,20,0.3,6,0.3,6,0,0
eas,99,35,20,0.2,4,0.4,5,0.142857143,0.035714286
eas,99,35,20,0.2,6,0.3,6,0.071428571,0
eas,99,35,20,0.3,6,0.4,8,0.047619048,0.047619048
eas,99,40,25,0.2,4,0.2,4,0,0
eas,99,40,25,0.1,2,0.2,4,0.142857143,0.142857143
eas,99,40,25,0.1,4,0.3,4,0.285714286,0
eas,99,40,25,0.4,6,0.6,6,0.071428571,0
eas,99,45,30,0.2,4,0.2,4,0,0
eas,99,45,30,0.1,4,0.2,4,0.142857143,0
eas,99,45,30,0.4,4,0.4,4,0,0
eas,99,45,30,0.2,4,0.2,4,0,0
eas,99,50,35,0.1,2,0,0,0,0
eas,99,50,35,0.2,4,0,0,0,0
eas,99,50,35,0.3,4,0,0,0,0
eas,99,50,35,0.1,4,0,0,0,0
eas,100,15,0,0.4,6,0.5,6,0.035714286,0
eas,100,15,0,0.4,6,0.5,8,0.035714286,0.047619048
eas,100,15,0,0.5,6,0.6,6,0.028571429,0
eas,100,15,0,0.2,6,0.3,6,0.071428571,0
eas,100,20,5,0.3,6,0.4,6,0.047619048,0
eas,100,20,5,0.4,6,0.5,6,0.035714286,0
eas,100,20,5,0.4,6,0.5,6,0.035714286,0
eas,100,20,5,0.7,6,0.7,6,0,0
eas,100,25,10,0.3,4,0.4,6,0.047619048,0.071428571
eas,100,25,10,0.7,4,0.7,6,0,0.071428571
eas,100,25,10,0.4,4,0.4,6,0,0.071428571
eas,100,30,15,0.5,6,0.7,6,0.057142857,0
eas,100,30,15,0.2,4,0.2,4,0,0
eas,100,30,15,0.6,8,0.9,16,0.071428571,0.142857143
eas,100,30,15,0.6,6,1,12,0.095238095,0.142857143
eas,100,35,20,0.6,4,0.7,6,0.023809524,0.071428571
eas,100,35,20,0.4,6,0.8,8,0.142857143,0.047619048
eas,100,35,20,0.4,6,0.7,8,0.107142857,0.047619048
eas,100,35,20,0.7,6,1.1,12,0.081632653,0.142857143
eas,100,40,25,0.7,4,0.9,6,0.040816327,0.071428571
eas,100,40,25,0.3,4,0.3,4,0,0
eas,100,40,25,0.6,6,0.6,6,0,0
eas,100,40,25,0.7,6,0.7,6,0,0
eas,100,45,30,0.5,4,0.6,6,0.028571429,0.071428571
eas,100,45,30,0.3,4,0.5,4,0.095238095,0
eas,100,45,30,0.4,6,0.5,6,0.035714286,0
eas,100,45,30,0.6,6,0.9,8,0.071428571,0.047619048
eas,100,50,35,0.4,4,0,0,0,0
eas,100,50,35,0.3,4,0,0,0,0
eas,100,50,35,0.1,4,0,0,0,0
eas,100,50,35,0.3,4,0,0,0,0
eas,101,15,0,0.4,4,0.5,8,0.035714286,0.142857143
eas,101,15,0,0.4,6,0.6,6,0.071428571,0
eas,101,15,0,0.4,6,0.5,6,0.035714286,0
eas,101,15,0,0.5,4,0.6,4,0.028571429,0
eas,101,20,5,0.5,4,0.6,6,0.028571429,0.071428571
eas,101,20,5,0.5,6,0.7,8,0.057142857,0.047619048
eas,101,20,5,0.9,6,0.9,6,0,0
eas,101,20,5,1.2,6,1.3,6,0.011904762,0
eas,101,25,10,0.6,6,0.6,8,0,0.047619048
eas,101,25,10,0.4,4,0.4,6,0,0.071428571
eas,101,25,10,0.8,6,0.8,6,0,0
eas,101,25,10,0.7,6,1,12,0.06122449,0.142857143
eas,101,30,15,0.4,6,0.5,6,0.035714286,0
eas,101,30,15,0.5,4,0.8,6,0.085714286,0.071428571
eas,101,30,15,1,6,1.8,14,0.114285714,0.19047619
eas,101,30,15,0.5,6,0.8,6,0.085714286,0
