"","species","x","lower","upper","mu","level"
"1","1",8.0251,0,0,0,95
"2","1",8.0251,0,0,0,50
"3","1",8.50360707070707,0,0,0,95
"4","1",8.50360707070707,0,0,0,50
"5","1",8.98211414141414,0,0,0,95
"6","1",8.98211414141414,0,0,0,50
"7","1",9.46062121212121,0,0,0,95
"8","1",9.46062121212121,0,0,0,50
"9","1",9.93912828282828,0,0,0,95
"10","1",9.93912828282828,0,0,0,50
"11","1",10.4176353535354,0,0,0,95
"12","1",10.4176353535354,0,0,0,50
"13","1",10.8961424242424,0,0,0,95
"14","1",10.8961424242424,0,0,0,50
"15","1",11.3746494949495,0,0.000618827584387133,1.53756646477296e-11,95
"16","1",11.3746494949495,0,0.000212959465513185,1.53756646477296e-11,50
"17","1",11.8531565656566,0,0.00226594507638436,3.0178981485615e-08,95
"18","1",11.8531565656566,0,0.000779807963252099,3.0178981485615e-08,50
"19","1",12.3316636363636,0,0.0061784976917879,8.14515037195143e-07,95
"20","1",12.3316636363636,0,0.00212676377509717,8.14515037195143e-07,50
"21","1",12.8101707070707,0,0.011511555173956,5.95696358531326e-06,95
"22","1",12.8101707070707,0,0.00396542158843684,5.95696358531326e-06,50
"23","1",13.2886777777778,0,0.0173732133600124,2.32901638086757e-05,95
"24","1",13.2886777777778,0,0.00599398424535062,2.32901638086757e-05,50
"25","1",13.7671848484848,0,0.0262177664193319,7.30375490319766e-05,95
"26","1",13.7671848484848,0,0.00907032106228549,7.30375490319766e-05,50
"27","1",14.2456919191919,0,0.0332920142014495,0.000194534281001283,95
"28","1",14.2456919191919,0,0.01158449406585,0.000194534281001283,50
"29","1",14.724198989899,0,0.042515973847845,0.000408863296792387,95
"30","1",14.724198989899,0,0.014899341030608,0.000408863296792387,50
"31","1",15.2027060606061,0,0.0520677908631959,0.000737005872475155,95
"32","1",15.2027060606061,0,0.0184016612533162,0.000737005872475155,50
"33","1",15.6812131313131,0,0.0582038815183233,0.00121852069883964,95
"34","1",15.6812131313131,0,0.020829106447938,0.00121852069883964,50
"35","1",16.1597202020202,0,0.0615010388898833,0.00191142600045046,95
"36","1",16.1597202020202,3.13616677877843e-05,0.0224182227727936,0.00191142600045046,50
"37","1",16.6382272727273,0,0.0664957386017279,0.002865603738845,95
"38","1",16.6382272727273,9.23762399081167e-05,0.0247628804781829,0.002865603738845,50
"39","1",17.1167343434343,0,0.0682565375030066,0.00413059700174887,95
"40","1",17.1167343434343,0.00026220739538005,0.0261984971932579,0.00413059700174887,50
"41","1",17.5952414141414,0,0.0705110375424996,0.00574682179420431,95
"42","1",17.5952414141414,0.00051583924461826,0.0280343740381625,0.00574682179420431,50
"43","1",18.0737484848485,0,0.0739122708642921,0.00775298668313514,95
"44","1",18.0737484848485,0.000888510028435323,0.0305206290543658,0.00775298668313514,50
"45","1",18.5522555555556,3.09140726573718e-05,0.0779218600673707,0.01018796470327,95
"46","1",18.5522555555556,0.00138506016034255,0.0334974839211249,0.01018796470327,50
"47","1",19.0307626262626,0.000101058070674439,0.082586267718902,0.0130910022488686,95
"48","1",19.0307626262626,0.00209961100026951,0.0370066683613218,0.0130910022488686,50
"49","1",19.5092696969697,0.0002209787751372,0.0873758597284879,0.0165030340558771,95
"50","1",19.5092696969697,0.00306791887713411,0.0408927651227098,0.0165030340558771,50
"51","1",19.9877767676768,0.000364556052386709,0.0929401601365375,0.0204624418717931,95
"52","1",19.9877767676768,0.00446348640652199,0.0454044706400622,0.0204624418717931,50
"53","1",20.4662838383838,0.000583175675536117,0.099331506888118,0.0250057095188854,95
"54","1",20.4662838383838,0.00645228246284603,0.0505837246743336,0.0250057095188854,50
