"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"mu[173]",0.47,0,0.21,0.15,0.32,0.44,0.59,0.97,9464.98,1
"mu[174]",0.03,0,0.06,0,0,0,0.03,0.21,6912.04,1
"mu[175]",0.03,0,0.06,0,0,0,0.03,0.21,6912.04,1
"theta[1]",0.96,0,0.04,0.86,0.95,0.97,0.99,1,8331.85,1
"theta[2]",0.96,0,0.04,0.86,0.95,0.97,0.99,1,8331.85,1
"theta[3]",0.96,0,0.03,0.86,0.95,0.98,0.99,1,8544.19,1
"theta[4]",0.96,0,0.03,0.86,0.95,0.98,0.99,1,8544.19,1
"theta[5]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,9076.11,1
"theta[6]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,9076.11,1
"theta[7]",0.98,0,0.02,0.91,0.97,0.99,0.99,1,9644.87,1
"theta[8]",0.98,0,0.02,0.91,0.97,0.99,0.99,1,9644.87,1
"theta[9]",0.98,0,0.02,0.93,0.98,0.99,1,1,9814.56,1
"theta[10]",0.98,0,0.02,0.93,0.98,0.99,1,1,9814.56,1
"theta[11]",0.99,0,0.02,0.93,0.98,0.99,1,1,10171.77,1
"theta[12]",0.99,0,0.02,0.93,0.98,0.99,1,1,10171.77,1
"theta[13]",0.98,0,0.02,0.92,0.98,0.99,1,1,10230.7,1
"theta[14]",0.98,0,0.02,0.92,0.98,0.99,1,1,10230.7,1
"theta[15]",0.97,0,0.03,0.87,0.96,0.98,0.99,1,8733.54,1
"theta[16]",0.97,0,0.03,0.87,0.96,0.98,0.99,1,8733.54,1
"theta[17]",0.96,0,0.05,0.83,0.94,0.97,0.99,1,8374.24,1
"theta[18]",0.96,0,0.05,0.83,0.94,0.97,0.99,1,8374.24,1
"theta[19]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,8463.89,1
"theta[20]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,8463.89,1
"theta[21]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,9408.24,1
"theta[22]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,9408.24,1
"theta[23]",0.99,0,0.02,0.93,0.98,0.99,1,1,10867.36,1
"theta[24]",0.99,0,0.02,0.93,0.98,0.99,1,1,10867.36,1
"theta[25]",0.99,0,0.02,0.93,0.99,1,1,1,10041.88,1
"theta[26]",0.99,0,0.02,0.93,0.99,1,1,1,10041.88,1
"theta[27]",0.99,0,0.03,0.91,1,1,1,1,10038.8,1
"theta[28]",0.99,0,0.03,0.91,1,1,1,1,10038.8,1
"theta[29]",0.99,0,0.02,0.93,0.99,1,1,1,10967.17,1
"theta[30]",0.99,0,0.02,0.93,0.99,1,1,1,10967.17,1
"theta[31]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,8588.88,1
"theta[32]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,8588.88,1
"theta[33]",0.96,0,0.04,0.84,0.94,0.97,0.99,1,7554.76,1
"theta[34]",0.96,0,0.04,0.84,0.94,0.97,0.99,1,7554.76,1
"theta[35]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,7697.27,1
"theta[36]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,7697.27,1
"theta[37]",0.97,0,0.03,0.87,0.96,0.98,0.99,1,8571.02,1
"theta[38]",0.97,0,0.03,0.87,0.96,0.98,0.99,1,8571.02,1
"theta[39]",0.98,0,0.02,0.92,0.98,0.99,1,1,9945.05,1
"theta[40]",0.98,0,0.02,0.92,0.98,0.99,1,1,9945.05,1
"theta[41]",0.99,0,0.02,0.92,0.99,1,1,1,8850.85,1
"theta[42]",0.99,0,0.04,0.9,1,1,1,1,8311.19,1
"theta[43]",0.99,0,0.04,0.9,1,1,1,1,8311.19,1
"theta[44]",0.99,0,0.03,0.92,0.99,1,1,1,8641.54,1
"theta[45]",0.99,0,0.03,0.92,0.99,1,1,1,8641.54,1
"theta[46]",0.97,0,0.04,0.87,0.96,0.98,0.99,1,8964.69,1
"theta[47]",0.97,0,0.04,0.87,0.96,0.98,0.99,1,8964.69,1
"theta[48]",0.95,0,0.05,0.81,0.94,0.97,0.99,1,7681.84,1
"theta[49]",0.95,0,0.05,0.81,0.94,0.97,0.99,1,7681.84,1
"theta[50]",0.95,0,0.05,0.82,0.94,0.97,0.99,1,7742.15,1
"theta[51]",0.95,0,0.05,0.82,0.94,0.97,0.99,1,7742.15,1
"theta[52]",0.97,0,0.04,0.86,0.96,0.98,0.99,1,8424.07,1
"theta[53]",0.97,0,0.04,0.86,0.96,0.98,0.99,1,8424.07,1
"theta[54]",0.99,0,0.02,0.93,0.98,0.99,1,1,9312.6,1
"theta[55]",0.99,0,0.02,0.93,0.98,0.99,1,1,9312.6,1
"theta[56]",0.99,0,0.02,0.95,1,1,1,1,11178.45,1
"theta[57]",0.99,0,0.02,0.95,1,1,1,1,11178.45,1
"theta[58]",0.99,0,0.03,0.94,1,1,1,1,11138.13,1
"theta[59]",0.99,0,0.03,0.94,1,1,1,1,11138.13,1
"theta[60]",0.99,0,0.02,0.95,1,1,1,1,11391.48,1
"theta[61]",0.99,0,0.02,0.95,1,1,1,1,11391.48,1
"theta[62]",0.96,0,0.05,0.83,0.95,0.97,0.99,1,8055.82,1
"theta[63]",0.96,0,0.05,0.83,0.95,0.97,0.99,1,8055.82,1
"theta[64]",0.96,0,0.04,0.84,0.94,0.97,0.99,1,7000.13,1
"theta[65]",0.96,0,0.04,0.84,0.94,0.97,0.99,1,7000.13,1
"theta[66]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,7433.99,1
"theta[67]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,7433.99,1
"theta[68]",0.98,0,0.03,0.91,0.97,0.99,0.99,1,8936.41,1
"theta[69]",0.98,0,0.03,0.91,0.97,0.99,0.99,1,8936.41,1
"theta[70]",0.99,0,0.02,0.94,0.99,1,1,1,9465.36,1
"theta[71]",0.99,0,0.02,0.94,0.99,1,1,1,9465.36,1
"theta[72]",0.99,0,0.02,0.94,1,1,1,1,9354.04,1
"theta[73]",0.99,0,0.02,0.94,1,1,1,1,9354.04,1
"theta[74]",0.99,0,0.03,0.93,1,1,1,1,9253.29,1
"theta[75]",0.99,0,0.03,0.93,1,1,1,1,9253.29,1
"theta[76]",0.99,0,0.02,0.94,0.99,1,1,1,8955.5,1
"theta[77]",0.99,0,0.02,0.94,0.99,1,1,1,8955.5,1
"theta[78]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,8088.94,1
"theta[79]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,8088.94,1
"theta[80]",0.96,0,0.04,0.84,0.94,0.97,0.99,1,7554.29,1
"theta[81]",0.96,0,0.04,0.84,0.94,0.97,0.99,1,7554.29,1
"theta[82]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,7663.9,1
"theta[83]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,7663.9,1
"theta[84]",0.96,0,0.04,0.86,0.95,0.97,0.99,1,8106.67,1
"theta[85]",0.96,0,0.04,0.86,0.95,0.97,0.99,1,8106.67,1
"theta[86]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,8999.18,1
"theta[87]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,8999.18,1
"theta[88]",0.98,0,0.03,0.89,0.98,0.99,1,1,9777.87,1
"theta[89]",0.98,0,0.03,0.89,0.98,0.99,1,1,9777.87,1
"theta[90]",0.98,0,0.04,0.88,0.98,1,1,1,9685.91,1
"theta[91]",0.98,0,0.04,0.88,0.98,1,1,1,9685.91,1
"theta[92]",0.98,0,0.03,0.89,0.98,0.99,1,1,9958.46,1
"theta[93]",0.98,0,0.03,0.89,0.98,0.99,1,1,9958.46,1
"theta[94]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,7854.83,1
"theta[95]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,7854.83,1
"theta[96]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,7902.24,1
"theta[97]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,7902.24,1
"theta[98]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,7918.45,1
"theta[99]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,7918.45,1
"theta[100]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,8333.92,1
"theta[101]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,8333.92,1
"theta[102]",0.97,0,0.03,0.89,0.96,0.98,0.99,1,9677.84,1
"theta[103]",0.97,0,0.03,0.89,0.96,0.98,0.99,1,9677.84,1
"theta[104]",0.98,0,0.03,0.9,0.97,0.99,0.99,1,10234.13,1
"theta[105]",0.98,0,0.03,0.9,0.97,0.99,0.99,1,10234.13,1
"theta[106]",0.98,0,0.03,0.9,0.97,0.99,1,1,10056.57,1
"theta[107]",0.98,0,0.03,0.9,0.97,0.99,1,1,10056.57,1
"theta[108]",0.98,0,0.03,0.89,0.97,0.99,0.99,1,9607.61,1
"theta[109]",0.98,0,0.03,0.89,0.97,0.99,0.99,1,9607.61,1
"theta[110]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,8639.68,1
"theta[111]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,8639.68,1
"theta[112]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,8180.21,1
"theta[113]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,8180.21,1
"theta[114]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,8290.35,1
"theta[115]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,8290.35,1
"theta[116]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,8762.56,1
"theta[117]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,8762.56,1
"theta[118]",0.98,0,0.03,0.9,0.97,0.99,0.99,1,9422.08,1
"theta[119]",0.98,0,0.03,0.9,0.97,0.99,0.99,1,9422.08,1
"theta[120]",0.98,0,0.03,0.91,0.98,0.99,1,1,9299.9,1
"theta[121]",0.98,0,0.03,0.91,0.98,0.99,1,1,9299.9,1
"theta[122]",0.99,0,0.04,0.89,0.99,1,1,1,9225.17,1
"theta[123]",0.99,0,0.04,0.89,0.99,1,1,1,9225.17,1
"theta[124]",0.99,0,0.03,0.91,0.99,1,1,1,9641.39,1
"theta[125]",0.99,0,0.03,0.91,0.99,1,1,1,9641.39,1
"theta[126]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,9391.37,1
"theta[127]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,9391.37,1
"theta[128]",0.96,0,0.05,0.82,0.94,0.97,0.99,1,8258.97,1
"theta[129]",0.96,0,0.05,0.82,0.94,0.97,0.99,1,8258.97,1
"theta[130]",0.96,0,0.05,0.83,0.94,0.97,0.99,1,8316.62,1
"theta[131]",0.96,0,0.05,0.83,0.94,0.97,0.99,1,8316.62,1
"theta[132]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,9281.63,1
"theta[133]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,9281.63,1
"theta[134]",0.99,0,0.02,0.94,0.99,1,1,1,10706.91,1
"theta[135]",0.99,0,0.02,0.94,0.99,1,1,1,10706.91,1
"theta[136]",0.99,0,0.02,0.95,1,1,1,1,10790.76,1
"theta[137]",0.99,0,0.02,0.95,1,1,1,1,10790.76,1
"theta[138]",0.99,0,0.04,0.93,1,1,1,1,10061.87,1
"theta[139]",0.99,0,0.04,0.93,1,1,1,1,10061.87,1
"theta[140]",0.99,0,0.02,0.95,1,1,1,1,10844.83,1
"theta[141]",0.99,0,0.02,0.95,1,1,1,1,10844.83,1
"theta[142]",0.96,0,0.04,0.85,0.95,0.98,0.99,1,8751.22,1
"theta[143]",0.96,0,0.04,0.85,0.95,0.98,0.99,1,8751.22,1
"theta[144]",0.95,0,0.05,0.82,0.94,0.97,0.98,1,8215.73,1
"theta[145]",0.95,0,0.05,0.82,0.94,0.97,0.98,1,8215.73,1
"theta[146]",0.95,0,0.05,0.82,0.94,0.97,0.98,1,8328.99,1
"theta[147]",0.95,0,0.05,0.82,0.94,0.97,0.98,1,8328.99,1
"theta[148]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,8987.95,1
"theta[149]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,8987.95,1
"theta[150]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,10228.03,1
"theta[151]",0.97,0,0.03,0.88,0.96,0.98,0.99,1,10228.03,1
"theta[152]",0.98,0,0.02,0.92,0.98,0.99,1,1,10521.91,1
"theta[153]",0.98,0,0.02,0.92,0.98,0.99,1,1,10521.91,1
"theta[154]",0.99,0,0.03,0.91,0.99,1,1,1,10020.93,1
"theta[155]",0.99,0,0.03,0.91,0.99,1,1,1,10020.93,1
"theta[156]",0.99,0,0.03,0.9,0.99,1,1,1,10072.3,1
"theta[157]",0.99,0,0.03,0.9,0.99,1,1,1,10072.3,1
"theta[158]",0.97,0,0.03,0.88,0.97,0.99,0.99,1,9706.51,1
"theta[159]",0.97,0,0.03,0.88,0.97,0.99,0.99,1,9706.51,1
"theta[160]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,8237.2,1
"theta[161]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,8237.2,1
"theta[162]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,8297.57,1
"theta[163]",0.96,0,0.04,0.85,0.95,0.97,0.99,1,8297.57,1
"theta[164]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,8597.42,1
"theta[165]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,8597.42,1
"theta[166]",0.97,0,0.03,0.89,0.96,0.98,0.99,1,9131.87,1
"theta[167]",0.97,0,0.03,0.89,0.96,0.98,0.99,1,9131.87,1
"theta[168]",0.98,0,0.03,0.91,0.97,0.99,0.99,1,9024.25,1
"theta[169]",0.98,0,0.03,0.91,0.97,0.99,0.99,1,9024.25,1
"theta[170]",0.98,0,0.03,0.91,0.98,0.99,1,1,8786.71,1
"theta[171]",0.98,0,0.03,0.91,0.98,0.99,1,1,8786.71,1
"theta[172]",0.98,0,0.03,0.9,0.97,0.99,0.99,1,9305.63,1
"theta[173]",0.98,0,0.03,0.9,0.97,0.99,0.99,1,9305.63,1
"theta[174]",0.96,0,0.04,0.86,0.95,0.97,0.99,1,8377.57,1
"theta[175]",0.96,0,0.04,0.86,0.95,0.97,0.99,1,8377.57,1
"log_lik[1]",-0.39,0,0.1,-0.68,-0.43,-0.36,-0.32,-0.29,8921.45,1
"log_lik[2]",0.09,0,0.13,-0.22,0.01,0.11,0.18,0.27,7776.68,1
"log_lik[3]",0.24,0,0.19,-0.17,0.12,0.25,0.38,0.6,8841.67,1
"log_lik[4]",-0.22,0,0.11,-0.43,-0.28,-0.23,-0.18,0.05,5246.08,1
"log_lik[5]",0.15,0,0.21,-0.31,0.02,0.16,0.3,0.51,9372.68,1
"log_lik[6]",-0.25,0,0.22,-0.63,-0.42,-0.27,-0.1,0.21,6678.65,1
"log_lik[7]",-0.2,0,0.24,-0.69,-0.35,-0.18,-0.03,0.22,6906.71,1
"log_lik[8]",-0.09,0,0.22,-0.58,-0.22,-0.07,0.07,0.29,8795.4,1
"log_lik[9]",-1.16,0.01,0.54,-2.41,-1.47,-1.09,-0.76,-0.3,11542.37,1
"log_lik[10]",-1.07,0.01,0.61,-2.62,-1.35,-0.91,-0.65,-0.32,9817.04,1
"log_lik[11]",-0.72,0,0.36,-1.65,-0.87,-0.65,-0.48,-0.23,6516.84,1
"log_lik[12]",-0.93,0,0.47,-2.01,-1.21,-0.87,-0.6,-0.19,11215.41,1
"log_lik[13]",-0.47,0,0.36,-1.4,-0.62,-0.41,-0.23,0.04,7841.05,1
"log_lik[14]",-0.4,0,0.44,-1.49,-0.62,-0.3,-0.09,0.2,11558.79,1
"log_lik[15]",0.2,0,0.26,-0.44,0.08,0.24,0.38,0.6,9049.57,1
"log_lik[16]",-1.82,0.01,0.86,-3.74,-2.32,-1.75,-1.25,-0.3,9699.21,1
"log_lik[17]",-0.03,0,0.18,-0.44,-0.14,-0.01,0.1,0.29,9525.42,1
"log_lik[18]",-0.1,0,0.16,-0.47,-0.19,-0.08,0.02,0.15,9111.05,1
"log_lik[19]",0.01,0,0.19,-0.39,-0.1,0.03,0.15,0.36,9111.41,1
"log_lik[20]",-2.1,0.01,0.67,-3.72,-2.46,-2,-1.62,-1.11,10167.59,1
"log_lik[21]",-0.31,0,0.28,-0.97,-0.46,-0.28,-0.12,0.13,7585.94,1
"log_lik[22]",-0.42,0,0.31,-1.19,-0.57,-0.37,-0.2,0.04,7177.93,1
"log_lik[23]",-0.72,0,0.25,-1.31,-0.85,-0.69,-0.55,-0.32,9793.07,1
"log_lik[24]",-0.72,0,0.25,-1.31,-0.85,-0.69,-0.55,-0.32,9793.07,1
"log_lik[25]",-2.92,0.01,1.05,-5.55,-3.45,-2.69,-2.14,-1.58,14159.56,1
"log_lik[26]",-1.16,0,0.26,-1.76,-1.31,-1.13,-0.98,-0.74,11556,1
"log_lik[27]",-2.4,0.01,0.58,-3.7,-2.74,-2.34,-1.98,-1.44,10355.56,1
"log_lik[28]",-1.36,0,0.26,-1.97,-1.49,-1.32,-1.19,-0.96,6488.81,1
"log_lik[29]",-1.33,0.01,0.54,-2.8,-1.49,-1.19,-1,-0.74,10074.5,1
"log_lik[30]",-1.4,0.01,0.59,-2.74,-1.75,-1.32,-0.97,-0.49,11077.13,1
"log_lik[31]",-0.73,0,0.23,-1.21,-0.85,-0.75,-0.63,-0.23,8057.43,1
"log_lik[32]",0,0,0.23,-0.54,-0.13,0.02,0.15,0.37,9431.27,1
"log_lik[33]",-0.09,0,0.2,-0.52,-0.22,-0.08,0.05,0.29,8185.33,1
"log_lik[34]",-0.16,0,0.21,-0.61,-0.3,-0.15,-0.02,0.22,7832.14,1
"log_lik[35]",-1.81,0,0.51,-3.1,-2.06,-1.7,-1.44,-1.17,11256.91,1
"log_lik[36]",-0.33,0,0.16,-0.69,-0.42,-0.31,-0.22,-0.06,7051.52,1
"log_lik[37]",-0.38,0,0.21,-0.85,-0.5,-0.36,-0.24,-0.01,8581.5,1
"log_lik[38]",-0.36,0,0.26,-0.98,-0.51,-0.33,-0.18,0.06,9783.98,1
"log_lik[39]",-0.76,0,0.31,-1.5,-0.93,-0.71,-0.54,-0.27,11064.56,1
"log_lik[40]",-1.11,0,0.36,-2.03,-1.27,-1.05,-0.88,-0.61,9052.91,1
"log_lik[41]",-1.66,0,0.44,-2.63,-1.94,-1.62,-1.34,-0.91,14309.22,1
"log_lik[42]",-1.82,0,0.4,-2.74,-2.07,-1.77,-1.53,-1.16,12486.39,1
"log_lik[43]",-3.24,0.01,1.18,-6.37,-3.79,-2.94,-2.36,-1.86,12014.35,1
"log_lik[44]",-1.58,0.01,0.57,-2.85,-1.95,-1.51,-1.14,-0.72,9184.18,1
"log_lik[45]",-1.44,0,0.46,-2.54,-1.71,-1.34,-1.09,-0.79,10223.39,1
"log_lik[46]",-1.01,0.01,0.42,-1.89,-1.29,-1.01,-0.68,-0.33,5767.66,1
"log_lik[47]",-1.23,0.01,0.54,-2.4,-1.58,-1.2,-0.79,-0.4,6066.28,1
"log_lik[48]",0.23,0,0.2,-0.19,0.1,0.24,0.36,0.58,10010.86,1
"log_lik[49]",-0.03,0,0.14,-0.36,-0.11,-0.01,0.07,0.15,8315.01,1
"log_lik[50]",-3.15,0.01,1.14,-5.86,-3.78,-2.96,-2.3,-1.51,10782,1
"log_lik[51]",0.21,0,0.2,-0.21,0.08,0.22,0.35,0.57,9654.83,1
"log_lik[52]",-0.05,0,0.22,-0.53,-0.18,-0.03,0.1,0.32,7815.69,1
"log_lik[53]",-0.05,0,0.22,-0.53,-0.18,-0.03,0.1,0.32,7815.69,1
"log_lik[54]",-1.63,0.01,0.59,-2.98,-1.98,-1.55,-1.2,-0.7,11342.54,1
"log_lik[55]",-0.78,0,0.28,-1.44,-0.92,-0.74,-0.59,-0.34,7738.06,1
"log_lik[56]",-1.4,0,0.23,-1.91,-1.53,-1.38,-1.24,-1.01,7524.23,1
"log_lik[57]",-1.58,0,0.3,-2.31,-1.72,-1.53,-1.38,-1.13,8340.06,1
"log_lik[58]",-2.01,0,0.32,-2.77,-2.18,-1.97,-1.78,-1.5,10320.11,1
"log_lik[59]",-2.76,0.01,0.64,-4.4,-3.06,-2.62,-2.31,-1.93,10899.93,1
"log_lik[60]",-1.77,0,0.42,-2.78,-1.99,-1.7,-1.46,-1.15,11306.35,1
"log_lik[61]",-2.13,0.01,0.6,-3.74,-2.3,-1.97,-1.75,-1.47,9433.37,1
"log_lik[62]",0.09,0,0.31,-0.7,-0.05,0.15,0.3,0.55,8651.26,1
"log_lik[63]",0.09,0,0.31,-0.7,-0.05,0.15,0.3,0.55,8651.26,1
"log_lik[64]",-0.45,0,0.13,-0.77,-0.51,-0.42,-0.36,-0.29,6759.25,1
"log_lik[65]",-0.53,0,0.1,-0.81,-0.57,-0.5,-0.46,-0.42,6472.86,1
"log_lik[66]",-0.48,0,0.17,-0.83,-0.58,-0.48,-0.37,-0.14,6602.4,1
"log_lik[67]",-0.41,0,0.18,-0.8,-0.52,-0.4,-0.29,-0.07,7066.33,1
"log_lik[68]",-1.22,0.01,0.43,-2.23,-1.47,-1.14,-0.9,-0.6,7141.79,1
"log_lik[69]",-2.06,0.01,0.83,-4.04,-2.53,-1.91,-1.44,-0.92,9324.76,1
"log_lik[70]",-1.38,0,0.38,-2.25,-1.62,-1.34,-1.1,-0.76,11239.23,1
"log_lik[71]",-1.49,0,0.42,-2.43,-1.75,-1.45,-1.19,-0.8,10333.9,1
"log_lik[72]",-1.89,0,0.36,-2.82,-2.04,-1.82,-1.66,-1.4,6961.73,1
"log_lik[73]",-1.68,0,0.25,-2.26,-1.81,-1.65,-1.51,-1.26,6081.3,1
"log_lik[74]",-2.45,0,0.45,-3.42,-2.72,-2.41,-2.13,-1.69,11313.93,1
"log_lik[75]",-3.16,0.01,0.61,-4.57,-3.5,-3.09,-2.73,-2.18,10291.98,1
"log_lik[76]",-1.73,0,0.34,-2.57,-1.87,-1.67,-1.51,-1.25,7902.45,1
"log_lik[77]",-2.18,0.01,0.61,-3.82,-2.4,-2.01,-1.78,-1.47,10815.92,1
"log_lik[78]",-0.31,0,0.31,-1.05,-0.47,-0.27,-0.11,0.16,8897.12,1
"log_lik[79]",-0.34,0,0.29,-1.01,-0.49,-0.3,-0.14,0.12,8618.47,1
"log_lik[80]",-0.7,0,0.17,-1.16,-0.78,-0.65,-0.58,-0.52,11732.91,1
"log_lik[81]",0.11,0,0.17,-0.26,0.02,0.13,0.23,0.38,8891.29,1
"log_lik[82]",-0.65,0,0.17,-1.07,-0.72,-0.61,-0.54,-0.4,9598.21,1
"log_lik[83]",-0.16,0,0.1,-0.4,-0.2,-0.15,-0.11,-0.01,6876.93,1
"log_lik[84]",0.1,0,0.22,-0.39,-0.02,0.12,0.25,0.47,7936.75,1
"log_lik[85]",0.05,0,0.18,-0.36,-0.06,0.06,0.17,0.37,8456.12,1
"log_lik[86]",-0.47,0,0.37,-1.37,-0.67,-0.41,-0.21,0.07,10933.66,1
"log_lik[87]",-0.26,0,0.32,-1.02,-0.42,-0.21,-0.03,0.24,10045.19,1
"log_lik[88]",-1.55,0.01,0.57,-2.88,-1.88,-1.48,-1.14,-0.64,12386.05,1
"log_lik[89]",-1.78,0.01,0.88,-4,-2.22,-1.57,-1.14,-0.68,14493.49,1
"log_lik[90]",-1.3,0.01,0.56,-2.76,-1.53,-1.15,-0.92,-0.63,8521.57,1
"log_lik[91]",-0.93,0,0.42,-1.94,-1.16,-0.86,-0.64,-0.32,11825.5,1
"log_lik[92]",-0.63,0,0.34,-1.53,-0.78,-0.56,-0.41,-0.16,7768.88,1
"log_lik[93]",-0.84,0,0.55,-2.14,-1.16,-0.75,-0.44,-0.03,12510.64,1
"log_lik[94]",0.19,0,0.23,-0.33,0.07,0.21,0.34,0.57,8168.92,1
"log_lik[95]",-0.14,0,0.13,-0.41,-0.2,-0.14,-0.09,0.16,8120.63,1
"log_lik[96]",-0.08,0,0.21,-0.5,-0.21,-0.07,0.07,0.3,5466.74,1
"log_lik[97]",-0.28,0,0.16,-0.64,-0.37,-0.26,-0.16,-0.02,5750.18,1
"log_lik[98]",-0.55,0,0.11,-0.77,-0.6,-0.55,-0.5,-0.3,5164.09,1
"log_lik[99]",-0.32,0,0.16,-0.66,-0.41,-0.3,-0.21,-0.04,5580.21,1
"log_lik[100]",-0.22,0,0.23,-0.72,-0.35,-0.2,-0.06,0.17,8292.62,1
"log_lik[101]",-1.43,0,0.47,-2.52,-1.68,-1.38,-1.14,-0.64,10605.06,1
"log_lik[102]",-0.45,0,0.21,-0.92,-0.57,-0.44,-0.31,-0.07,6726.56,1
"log_lik[103]",-0.45,0,0.21,-0.92,-0.57,-0.44,-0.31,-0.07,6726.56,1
"log_lik[104]",-0.86,0,0.38,-1.71,-1.09,-0.81,-0.58,-0.25,13965.87,1
"log_lik[105]",-1.54,0.01,0.67,-3.26,-1.86,-1.36,-1.05,-0.71,8187.39,1
"log_lik[106]",-0.76,0,0.26,-1.35,-0.9,-0.73,-0.58,-0.32,4426.18,1
"log_lik[107]",-0.79,0,0.36,-1.65,-0.98,-0.73,-0.54,-0.27,14286.62,1
"log_lik[108]",-0.7,0,0.43,-1.79,-0.9,-0.6,-0.4,-0.13,9110.62,1
"log_lik[109]",-0.69,0,0.32,-1.54,-0.81,-0.63,-0.48,-0.23,9821.83,1
"log_lik[110]",-0.26,0,0.3,-1,-0.39,-0.21,-0.06,0.17,8622.9,1
"log_lik[111]",-3.93,0.02,1.73,-7.89,-4.94,-3.75,-2.72,-1.11,9002.72,1
"log_lik[112]",-0.25,0,0.19,-0.66,-0.37,-0.24,-0.12,0.08,8639.66,1
"log_lik[113]",-0.37,0,0.15,-0.71,-0.46,-0.35,-0.26,-0.15,8314.23,1
"log_lik[114]",-0.16,0,0.2,-0.57,-0.29,-0.15,-0.02,0.2,9266.07,1
"log_lik[115]",-0.29,0,0.18,-0.69,-0.4,-0.27,-0.16,0.03,8616.19,1
"log_lik[116]",-1.2,0,0.34,-1.98,-1.38,-1.19,-0.99,-0.6,11467.8,1
"log_lik[117]",-0.47,0,0.17,-0.84,-0.58,-0.47,-0.36,-0.14,7759.2,1
"log_lik[118]",-0.69,0,0.32,-1.44,-0.88,-0.65,-0.47,-0.19,12580.18,1
"log_lik[119]",-1.15,0,0.39,-2.13,-1.35,-1.08,-0.88,-0.59,10146.34,1
"log_lik[120]",-1.58,0,0.46,-2.6,-1.86,-1.53,-1.25,-0.81,13266.74,1
"log_lik[121]",-1.63,0,0.47,-2.69,-1.92,-1.59,-1.3,-0.85,12027.9,1
"log_lik[122]",-1.59,0,0.4,-2.52,-1.83,-1.55,-1.3,-0.94,14402.82,1
"log_lik[123]",-2.94,0.01,1.14,-5.95,-3.45,-2.65,-2.11,-1.64,11834.15,1
"log_lik[124]",-1.25,0,0.34,-2.11,-1.41,-1.19,-1.02,-0.75,9523.33,1
"log_lik[125]",-1.79,0.01,0.63,-3.14,-2.2,-1.75,-1.33,-0.72,9816.39,1
"log_lik[126]",-1.43,0.01,0.61,-2.78,-1.81,-1.39,-0.93,-0.52,7117.86,1
"log_lik[127]",-0.92,0,0.33,-1.56,-1.14,-0.92,-0.66,-0.34,6188.55,1
"log_lik[128]",-0.67,0,0.15,-1.08,-0.73,-0.63,-0.57,-0.52,10711.94,1
"log_lik[129]",0.2,0,0.19,-0.21,0.08,0.21,0.33,0.55,10151.98,1
"log_lik[130]",-0.16,0,0.11,-0.44,-0.22,-0.14,-0.09,0.03,8329.05,1
"log_lik[131]",0.18,0,0.2,-0.24,0.05,0.19,0.31,0.53,9501.11,1
