"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"mu[61]",3.33,0.01,0.64,2.2,2.9,3.28,3.71,4.71,8742.04,1
"mu[62]",3.33,0.01,0.64,2.2,2.9,3.28,3.71,4.71,8742.04,1
"mu[63]",3.24,0.01,0.64,2.11,2.8,3.2,3.62,4.67,9629.48,1
"mu[64]",3.24,0.01,0.64,2.11,2.8,3.2,3.62,4.67,9629.48,1
"mu[65]",1.76,0.01,0.54,0.84,1.38,1.72,2.09,2.92,9799.78,1
"mu[66]",1.76,0.01,0.54,0.84,1.38,1.72,2.09,2.92,9799.78,1
"mu[67]",0.13,0,0.17,0,0,0.06,0.2,0.57,8707.1,1
"mu[68]",0.13,0,0.17,0,0,0.06,0.2,0.57,8707.1,1
"mu[69]",0.02,0,0.03,0,0,0.01,0.02,0.09,5290.58,1
"mu[70]",0.02,0,0.03,0,0,0.01,0.02,0.09,5290.58,1
"mu[71]",0.29,0,0.15,0.06,0.18,0.27,0.37,0.63,7406.99,1
"mu[72]",0.29,0,0.15,0.06,0.18,0.27,0.37,0.63,7406.99,1
"mu[73]",0.97,0,0.29,0.45,0.78,0.96,1.15,1.57,9697.9,1
"mu[74]",1.97,0,0.41,1.2,1.7,1.95,2.22,2.85,9642.02,1
"mu[75]",1.97,0,0.41,1.2,1.7,1.95,2.22,2.85,9642.02,1
"mu[76]",2.92,0.01,0.57,1.94,2.54,2.87,3.24,4.22,7964.24,1
"mu[77]",3.12,0.01,0.61,2.09,2.7,3.06,3.47,4.52,8201.13,1
"mu[78]",1.92,0,0.44,1.16,1.63,1.89,2.18,2.86,10230.67,1
"mu[79]",1.92,0,0.44,1.16,1.63,1.89,2.18,2.86,10230.67,1
"mu[80]",0.12,0,0.16,0,0,0.06,0.18,0.56,7992.08,1
"mu[81]",0.02,0,0.04,0,0,0,0.02,0.13,5611.02,1
"mu[82]",0.02,0,0.04,0,0,0,0.02,0.13,5611.02,1
"mu[83]",0.36,0,0.23,0.06,0.2,0.32,0.47,0.95,6483.11,1
"mu[84]",0.36,0,0.23,0.06,0.2,0.32,0.47,0.95,6483.11,1
"mu[85]",1.17,0,0.42,0.47,0.87,1.13,1.42,2.12,8754.09,1
"mu[86]",2.23,0.01,0.52,1.3,1.87,2.19,2.55,3.35,10265.99,1
"mu[87]",2.23,0.01,0.52,1.3,1.87,2.19,2.55,3.35,10265.99,1
"mu[88]",2.99,0.01,0.61,1.89,2.57,2.95,3.35,4.3,9278.11,1
"mu[89]",2.99,0.01,0.61,1.89,2.57,2.95,3.35,4.3,9278.11,1
"mu[90]",2.67,0.01,0.68,1.51,2.21,2.61,3.06,4.2,10447.29,1
"mu[91]",2.67,0.01,0.68,1.51,2.21,2.61,3.06,4.2,10447.29,1
"mu[92]",1.17,0.01,0.54,0.37,0.78,1.08,1.46,2.47,8621.3,1
"mu[93]",1.17,0.01,0.54,0.37,0.78,1.08,1.46,2.47,8621.3,1
"mu[94]",0.06,0,0.11,0,0,0.01,0.06,0.39,7083.22,1
"mu[95]",0.06,0,0.11,0,0,0.01,0.06,0.39,7083.22,1
"mu[96]",0.01,0,0.03,0,0,0,0.02,0.09,5387.63,1
"mu[97]",0.01,0,0.03,0,0,0,0.02,0.09,5387.63,1
"mu[98]",0.19,0,0.12,0.02,0.09,0.16,0.25,0.48,8122.7,1
"mu[99]",0.19,0,0.12,0.02,0.09,0.16,0.25,0.48,8122.7,1
"mu[100]",0.53,0,0.23,0.14,0.37,0.51,0.67,1.03,10522.6,1
"mu[101]",0.53,0,0.23,0.14,0.37,0.51,0.67,1.03,10522.6,1
"mu[102]",0.96,0,0.33,0.36,0.74,0.94,1.15,1.67,10171.63,1
"mu[103]",0.96,0,0.33,0.36,0.74,0.94,1.15,1.67,10171.63,1
"mu[104]",1.29,0,0.44,0.52,1,1.25,1.53,2.29,9055.6,1
"mu[105]",1.29,0,0.44,0.52,1,1.25,1.53,2.29,9055.6,1
"mu[106]",1.26,0.01,0.5,0.43,0.92,1.21,1.53,2.41,9094.53,1
"mu[107]",1.26,0.01,0.5,0.43,0.92,1.21,1.53,2.41,9094.53,1
"mu[108]",0.71,0,0.37,0.13,0.45,0.66,0.91,1.58,9682.96,1
"mu[109]",0.05,0,0.08,0,0,0.01,0.06,0.28,9999.24,1
"mu[110]",0.05,0,0.08,0,0,0.01,0.06,0.28,9999.24,1
"mu[111]",0.01,0,0.03,0,0,0,0.01,0.1,5311.28,1
"mu[112]",0.01,0,0.03,0,0,0,0.01,0.1,5311.28,1
"mu[113]",0.21,0,0.17,0.01,0.09,0.17,0.29,0.67,7575.67,1
"mu[114]",0.21,0,0.17,0.01,0.09,0.17,0.29,0.67,7575.67,1
"mu[115]",0.69,0,0.37,0.11,0.43,0.65,0.91,1.52,9371.34,1
"mu[116]",0.69,0,0.37,0.11,0.43,0.65,0.91,1.52,9371.34,1
"mu[117]",1.39,0.01,0.57,0.38,0.99,1.35,1.73,2.63,8953.59,1
"mu[118]",2.05,0.01,0.77,0.75,1.53,1.99,2.49,3.81,7826.49,1
"mu[119]",2.05,0.01,0.77,0.75,1.53,1.99,2.49,3.81,7826.49,1
"mu[120]",2.19,0.01,0.81,0.82,1.64,2.1,2.64,4.05,8375.85,1
"mu[121]",2.19,0.01,0.81,0.82,1.64,2.1,2.64,4.05,8375.85,1
"mu[122]",1.32,0.01,0.57,0.39,0.93,1.25,1.63,2.62,10340.94,1
"mu[123]",1.32,0.01,0.57,0.39,0.93,1.25,1.63,2.62,10340.94,1
"mu[124]",0.09,0,0.14,0,0,0.03,0.12,0.46,7729.42,1
"mu[125]",0.09,0,0.14,0,0,0.03,0.12,0.46,7729.42,1
"mu[126]",0.02,0,0.04,0,0,0.01,0.02,0.12,5567.46,1
"mu[127]",0.02,0,0.04,0,0,0.01,0.02,0.12,5567.46,1
"mu[128]",0.31,0,0.2,0.04,0.16,0.27,0.42,0.78,7158.95,1
"mu[129]",0.31,0,0.2,0.04,0.16,0.27,0.42,0.78,7158.95,1
"mu[130]",0.96,0,0.38,0.31,0.69,0.94,1.2,1.76,9272.78,1
"mu[131]",0.96,0,0.38,0.31,0.69,0.94,1.2,1.76,9272.78,1
"mu[132]",1.85,0,0.49,0.95,1.52,1.83,2.16,2.87,10764.57,1
"mu[133]",1.85,0,0.49,0.95,1.52,1.83,2.16,2.87,10764.57,1
"mu[134]",2.65,0.01,0.59,1.63,2.24,2.6,3,3.92,10222.16,1
"mu[135]",2.65,0.01,0.59,1.63,2.24,2.6,3,3.92,10222.16,1
"mu[136]",2.72,0.01,0.66,1.62,2.28,2.66,3.1,4.2,10323.6,1
"mu[137]",2.72,0.01,0.66,1.62,2.28,2.66,3.1,4.2,10323.6,1
"mu[138]",1.58,0.01,0.52,0.73,1.23,1.52,1.86,2.79,10233.99,1
"mu[139]",1.58,0.01,0.52,0.73,1.23,1.52,1.86,2.79,10233.99,1
"mu[140]",0.08,0,0.12,0,0,0.03,0.12,0.43,8186.52,1
"mu[141]",0.08,0,0.12,0,0,0.03,0.12,0.43,8186.52,1
"mu[142]",0.02,0,0.04,0,0,0,0.02,0.13,4943.28,1
"mu[143]",0.36,0,0.27,0.06,0.18,0.3,0.47,1.05,5673.97,1
"mu[144]",0.36,0,0.27,0.06,0.18,0.3,0.47,1.05,5673.97,1
"mu[145]",1.3,0,0.51,0.5,0.94,1.23,1.57,2.51,10690.23,1
"mu[146]",2.63,0.01,0.72,1.33,2.14,2.58,3.07,4.19,9974.24,1
"mu[147]",2.63,0.01,0.72,1.33,2.14,2.58,3.07,4.19,9974.24,1
"mu[148]",3.57,0.01,0.96,1.88,2.91,3.51,4.15,5.69,7471.55,1
"mu[149]",3.57,0.01,0.96,1.88,2.91,3.51,4.15,5.69,7471.55,1
"mu[150]",2.98,0.01,0.95,1.42,2.33,2.87,3.52,5.17,8930.92,1
"mu[151]",1,0.01,0.58,0.26,0.6,0.88,1.26,2.43,9373.37,1
"mu[152]",1,0.01,0.58,0.26,0.6,0.88,1.26,2.43,9373.37,1
"mu[153]",0.02,0,0.06,0,0,0,0.01,0.17,7528.24,1
"mu[154]",0.01,0,0.03,0,0,0,0.01,0.09,4935.78,1
"mu[155]",0.24,0,0.19,0.03,0.1,0.19,0.31,0.75,5041.5,1
"mu[156]",0.24,0,0.19,0.03,0.1,0.19,0.31,0.75,5041.5,1
"mu[157]",0.83,0,0.38,0.25,0.56,0.78,1.04,1.75,8286.74,1
"mu[158]",0.83,0,0.38,0.25,0.56,0.78,1.04,1.75,8286.74,1
"mu[159]",1.68,0.01,0.51,0.81,1.33,1.64,1.99,2.8,10380.13,1
"mu[160]",1.68,0.01,0.51,0.81,1.33,1.64,1.99,2.8,10380.13,1
"mu[161]",2.31,0.01,0.58,1.29,1.9,2.26,2.65,3.57,8910.51,1
"mu[162]",2.31,0.01,0.58,1.29,1.9,2.26,2.65,3.57,8910.51,1
"mu[163]",1.99,0.01,0.64,0.98,1.55,1.92,2.35,3.48,10581.66,1
"mu[164]",1.99,0.01,0.64,0.98,1.55,1.92,2.35,3.48,10581.66,1
"mu[165]",0.75,0.01,0.52,0.14,0.39,0.62,0.97,2.11,6711.29,1
"mu[166]",0.75,0.01,0.52,0.14,0.39,0.62,0.97,2.11,6711.29,1
"mu[167]",0.03,0,0.09,0,0,0,0.01,0.31,6235.6,1
"mu[168]",0.03,0,0.09,0,0,0,0.01,0.31,6235.6,1
"mu[169]",0.01,0,0.02,0,0,0,0.01,0.07,5672.75,1
"mu[170]",0.25,0,0.15,0.05,0.15,0.22,0.32,0.6,7730.1,1
"mu[171]",0.25,0,0.15,0.05,0.15,0.22,0.32,0.6,7730.1,1
"mu[172]",0.89,0,0.32,0.32,0.67,0.87,1.07,1.59,10454.41,1
"mu[173]",0.89,0,0.32,0.32,0.67,0.87,1.07,1.59,10454.41,1
"mu[174]",2.77,0.01,0.72,1.61,2.27,2.68,3.16,4.44,7757.29,1
"mu[175]",2.77,0.01,0.72,1.61,2.27,2.68,3.16,4.44,7757.29,1
"mu[176]",1.5,0,0.42,0.78,1.22,1.46,1.74,2.45,10327.44,1
"mu[177]",1.5,0,0.42,0.78,1.22,1.46,1.74,2.45,10327.44,1
"mu[178]",0.07,0,0.11,0,0,0.03,0.11,0.37,8410.27,1
"mu[179]",0.07,0,0.11,0,0,0.03,0.11,0.37,8410.27,1
"theta[1]",0.94,0,0.06,0.79,0.92,0.96,0.98,1,7296.86,1
"theta[2]",0.94,0,0.06,0.79,0.92,0.96,0.98,1,7296.86,1
"theta[3]",0.95,0,0.05,0.81,0.93,0.96,0.98,1,7731.13,1
"theta[4]",0.95,0,0.05,0.81,0.93,0.96,0.98,1,7731.13,1
"theta[5]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,9602.5,1
"theta[6]",0.96,0,0.04,0.86,0.95,0.98,0.99,1,9602.5,1
"theta[7]",0.98,0,0.03,0.9,0.97,0.99,1,1,10835.45,1
"theta[8]",0.99,0,0.03,0.9,0.99,1,1,1,9573.52,1
"theta[9]",0.99,0,0.03,0.9,0.99,1,1,1,9573.52,1
"theta[10]",0.99,0,0.04,0.89,0.99,1,1,1,9523.14,1
"theta[11]",0.99,0,0.04,0.89,0.99,1,1,1,9523.14,1
"theta[12]",0.95,0,0.05,0.8,0.93,0.96,0.98,1,7528.1,1
"theta[13]",0.95,0,0.05,0.8,0.93,0.96,0.98,1,7528.1,1
"theta[14]",0.93,0,0.07,0.75,0.91,0.95,0.98,0.99,6752.63,1
"theta[15]",0.93,0,0.07,0.75,0.91,0.95,0.98,0.99,6752.63,1
"theta[16]",0.95,0,0.05,0.8,0.93,0.97,0.98,1,7673.5,1
"theta[17]",0.96,0,0.05,0.83,0.95,0.98,0.99,1,7672.99,1
"theta[18]",0.96,0,0.05,0.83,0.95,0.98,0.99,1,7672.99,1
"theta[19]",0.97,0,0.05,0.81,0.96,0.99,1,1,5784.88,1
"theta[20]",0.97,0,0.05,0.81,0.96,0.99,1,1,5784.88,1
"theta[21]",0.96,0,0.07,0.76,0.97,0.99,1,1,3817.58,1
"theta[22]",0.96,0,0.07,0.76,0.97,0.99,1,1,3817.58,1
"theta[23]",0.95,0,0.08,0.76,0.95,0.98,0.99,1,3055.02,1
"theta[24]",0.95,0,0.08,0.76,0.95,0.98,0.99,1,3055.02,1
"theta[25]",0.94,0,0.08,0.74,0.92,0.96,0.98,1,4048.6,1
"theta[26]",0.93,0,0.07,0.74,0.91,0.95,0.98,0.99,6381.9,1
"theta[27]",0.93,0,0.07,0.74,0.91,0.95,0.98,0.99,6381.9,1
"theta[28]",0.93,0,0.07,0.72,0.9,0.95,0.98,0.99,6566.73,1
"theta[29]",0.94,0,0.06,0.77,0.92,0.96,0.98,1,7651.66,1
"theta[30]",0.95,0,0.05,0.81,0.94,0.97,0.99,1,9261.8,1
"theta[31]",0.95,0,0.05,0.81,0.94,0.97,0.99,1,9261.8,1
"theta[32]",0.96,0,0.06,0.79,0.95,0.98,0.99,1,9358.58,1
"theta[33]",0.96,0,0.06,0.79,0.95,0.98,0.99,1,9358.58,1
"theta[34]",0.96,0,0.07,0.77,0.96,0.98,1,1,9242.45,1
"theta[35]",0.96,0,0.07,0.77,0.96,0.98,1,1,9242.45,1
"theta[36]",0.95,0,0.06,0.78,0.93,0.97,0.99,1,8618.98,1
"theta[37]",0.93,0,0.07,0.72,0.9,0.95,0.98,0.99,6602.42,1
"theta[38]",0.93,0,0.07,0.72,0.9,0.95,0.98,0.99,6602.42,1
"theta[39]",0.95,0,0.05,0.81,0.93,0.96,0.98,1,6973.28,1
"theta[40]",0.95,0,0.05,0.81,0.93,0.96,0.98,1,6973.28,1
"theta[41]",0.96,0,0.04,0.86,0.95,0.97,0.99,1,8615.57,1
"theta[42]",0.96,0,0.04,0.86,0.95,0.97,0.99,1,8615.57,1
"theta[43]",0.98,0,0.03,0.9,0.97,0.98,0.99,1,10063.93,1
"theta[44]",0.98,0,0.03,0.9,0.97,0.98,0.99,1,10063.93,1
"theta[45]",0.98,0,0.03,0.91,0.98,0.99,1,1,9578.71,1
"theta[46]",0.98,0,0.03,0.91,0.98,0.99,1,1,9578.71,1
"theta[47]",0.98,0,0.03,0.91,0.98,0.99,1,1,9337.6,1
"theta[48]",0.98,0,0.03,0.91,0.98,0.99,1,1,9337.6,1
"theta[49]",0.98,0,0.03,0.91,0.98,0.99,1,1,9622.73,1
"theta[50]",0.97,0,0.03,0.89,0.97,0.98,0.99,1,9767.47,1
"theta[51]",0.97,0,0.03,0.89,0.97,0.98,0.99,1,9767.47,1
"theta[52]",0.95,0,0.05,0.81,0.93,0.96,0.98,1,7007.68,1
"theta[53]",0.95,0,0.05,0.81,0.93,0.96,0.98,1,7007.68,1
"theta[54]",0.93,0,0.07,0.73,0.91,0.96,0.98,1,6686.3,1
"theta[55]",0.96,0,0.05,0.83,0.95,0.97,0.99,1,8387.51,1
"theta[56]",0.96,0,0.05,0.83,0.95,0.97,0.99,1,8387.51,1
"theta[57]",0.98,0,0.02,0.91,0.98,0.99,1,1,9353.79,1
"theta[58]",0.98,0,0.02,0.91,0.98,0.99,1,1,9353.79,1
"theta[59]",0.99,0,0.02,0.93,0.99,1,1,1,8873.1,1
"theta[60]",0.99,0,0.02,0.93,0.99,1,1,1,8873.1,1
"theta[61]",0.99,0,0.03,0.93,1,1,1,1,8800.37,1
"theta[62]",0.99,0,0.03,0.93,1,1,1,1,8800.37,1
"theta[63]",0.99,0,0.03,0.93,1,1,1,1,8993.98,1
"theta[64]",0.99,0,0.03,0.93,1,1,1,1,8993.98,1
"theta[65]",0.99,0,0.02,0.92,0.99,1,1,1,9549.12,1
"theta[66]",0.99,0,0.02,0.92,0.99,1,1,1,9549.12,1
"theta[67]",0.94,0,0.06,0.76,0.92,0.96,0.98,1,7036.05,1
"theta[68]",0.94,0,0.06,0.76,0.92,0.96,0.98,1,7036.05,1
"theta[69]",0.94,0,0.06,0.77,0.92,0.96,0.98,1,6984.47,1
"theta[70]",0.94,0,0.06,0.77,0.92,0.96,0.98,1,6984.47,1
"theta[71]",0.96,0,0.04,0.83,0.94,0.97,0.99,1,8680.24,1
"theta[72]",0.96,0,0.04,0.83,0.94,0.97,0.99,1,8680.24,1
"theta[73]",0.98,0,0.03,0.9,0.97,0.99,1,1,10170.06,1
"theta[74]",0.99,0,0.03,0.91,0.99,1,1,1,9677.73,1
"theta[75]",0.99,0,0.03,0.91,0.99,1,1,1,9677.73,1
"theta[76]",0.99,0,0.04,0.9,0.99,1,1,1,9227.61,1
"theta[77]",0.99,0,0.04,0.89,1,1,1,1,9210.97,1
"theta[78]",0.99,0,0.03,0.91,0.99,1,1,1,9782.7,1
"theta[79]",0.99,0,0.03,0.91,0.99,1,1,1,9782.7,1
"theta[80]",0.95,0,0.06,0.79,0.93,0.96,0.98,1,7980.5,1
"theta[81]",0.94,0,0.07,0.75,0.92,0.96,0.98,1,7190.76,1
"theta[82]",0.94,0,0.07,0.75,0.92,0.96,0.98,1,7190.76,1
"theta[83]",0.96,0,0.05,0.83,0.95,0.97,0.99,1,8765.86,1
"theta[84]",0.96,0,0.05,0.83,0.95,0.97,0.99,1,8765.86,1
"theta[85]",0.98,0,0.03,0.9,0.98,0.99,1,1,10620.83,1
"theta[86]",0.99,0,0.03,0.91,0.99,1,1,1,9202.57,1
"theta[87]",0.99,0,0.03,0.91,0.99,1,1,1,9202.57,1
"theta[88]",0.99,0,0.03,0.89,0.99,1,1,1,8838.3,1
"theta[89]",0.99,0,0.03,0.89,0.99,1,1,1,8838.3,1
"theta[90]",0.99,0,0.03,0.9,0.99,1,1,1,9145.97,1
"theta[91]",0.99,0,0.03,0.9,0.99,1,1,1,9145.97,1
"theta[92]",0.98,0,0.03,0.89,0.97,0.99,1,1,10348.64,1
"theta[93]",0.98,0,0.03,0.89,0.97,0.99,1,1,10348.64,1
"theta[94]",0.94,0,0.06,0.76,0.92,0.96,0.98,1,7361.3,1
"theta[95]",0.94,0,0.06,0.76,0.92,0.96,0.98,1,7361.3,1
"theta[96]",0.93,0,0.07,0.74,0.91,0.95,0.98,0.99,6124.8,1
"theta[97]",0.93,0,0.07,0.74,0.91,0.95,0.98,0.99,6124.8,1
"theta[98]",0.95,0,0.06,0.78,0.93,0.96,0.98,1,7091.9,1
"theta[99]",0.95,0,0.06,0.78,0.93,0.96,0.98,1,7091.9,1
"theta[100]",0.96,0,0.04,0.84,0.95,0.98,0.99,1,8994.08,1
"theta[101]",0.96,0,0.04,0.84,0.95,0.98,0.99,1,8994.08,1
"theta[102]",0.97,0,0.04,0.85,0.97,0.99,1,1,9820.81,1
"theta[103]",0.97,0,0.04,0.85,0.97,0.99,1,1,9820.81,1
"theta[104]",0.97,0,0.05,0.84,0.97,0.99,1,1,9773.16,1
"theta[105]",0.97,0,0.05,0.84,0.97,0.99,1,1,9773.16,1
"theta[106]",0.97,0,0.05,0.84,0.97,0.99,1,1,9792.1,1
"theta[107]",0.97,0,0.05,0.84,0.97,0.99,1,1,9792.1,1
"theta[108]",0.97,0,0.04,0.84,0.96,0.98,0.99,1,9260.18,1
"theta[109]",0.93,0,0.07,0.75,0.91,0.96,0.98,1,6222.57,1
"theta[110]",0.93,0,0.07,0.75,0.91,0.96,0.98,1,6222.57,1
"theta[111]",0.92,0,0.08,0.69,0.9,0.95,0.98,0.99,7055.65,1
"theta[112]",0.92,0,0.08,0.69,0.9,0.95,0.98,0.99,7055.65,1
"theta[113]",0.94,0,0.06,0.75,0.92,0.96,0.98,1,7860.26,1
"theta[114]",0.94,0,0.06,0.75,0.92,0.96,0.98,1,7860.26,1
"theta[115]",0.96,0,0.05,0.83,0.95,0.98,0.99,1,9381.54,1
"theta[116]",0.96,0,0.05,0.83,0.95,0.98,0.99,1,9381.54,1
"theta[117]",0.98,0,0.04,0.87,0.97,0.99,1,1,9891.7,1
"theta[118]",0.98,0,0.04,0.87,0.98,1,1,1,10237.73,1
"theta[119]",0.98,0,0.04,0.87,0.98,1,1,1,10237.73,1
"theta[120]",0.98,0,0.04,0.87,0.99,1,1,1,10199.7,1
"theta[121]",0.98,0,0.04,0.87,0.99,1,1,1,10199.7,1
"theta[122]",0.98,0,0.04,0.86,0.97,0.99,1,1,10218.97,1
"theta[123]",0.98,0,0.04,0.86,0.97,0.99,1,1,10218.97,1
"theta[124]",0.93,0,0.08,0.71,0.91,0.96,0.98,1,7399.81,1
"theta[125]",0.93,0,0.08,0.71,0.91,0.96,0.98,1,7399.81,1
"theta[126]",0.93,0,0.07,0.74,0.91,0.96,0.98,0.99,7020.89,1
"theta[127]",0.93,0,0.07,0.74,0.91,0.96,0.98,0.99,7020.89,1
"theta[128]",0.95,0,0.05,0.81,0.94,0.97,0.99,1,8589.83,1
"theta[129]",0.95,0,0.05,0.81,0.94,0.97,0.99,1,8589.83,1
"theta[130]",0.98,0,0.03,0.88,0.97,0.99,1,1,9999.13,1
"theta[131]",0.98,0,0.03,0.88,0.97,0.99,1,1,9999.13,1
"theta[132]",0.99,0,0.03,0.9,0.99,1,1,1,9502.77,1
"theta[133]",0.99,0,0.03,0.9,0.99,1,1,1,9502.77,1
"theta[134]",0.99,0,0.03,0.89,0.99,1,1,1,9350.25,1
"theta[135]",0.99,0,0.03,0.89,0.99,1,1,1,9350.25,1
"theta[136]",0.99,0,0.04,0.89,0.99,1,1,1,9458.86,1
"theta[137]",0.99,0,0.04,0.89,0.99,1,1,1,9458.86,1
"theta[138]",0.98,0,0.03,0.9,0.98,0.99,1,1,10099.24,1
"theta[139]",0.98,0,0.03,0.9,0.98,0.99,1,1,10099.24,1
"theta[140]",0.94,0,0.06,0.76,0.92,0.96,0.98,1,7682.45,1
"theta[141]",0.94,0,0.06,0.76,0.92,0.96,0.98,1,7682.45,1
"theta[142]",0.93,0,0.07,0.72,0.91,0.95,0.98,0.99,7265.58,1
"theta[143]",0.95,0,0.05,0.8,0.94,0.97,0.99,1,9142.65,1
"theta[144]",0.95,0,0.05,0.8,0.94,0.97,0.99,1,9142.65,1
"theta[145]",0.97,0,0.04,0.85,0.96,0.99,1,1,9387.99,1
"theta[146]",0.97,0,0.07,0.77,0.98,1,1,1,8429.84,1
"theta[147]",0.97,0,0.07,0.77,0.98,1,1,1,8429.84,1
"theta[148]",0.96,0,0.1,0.64,0.99,1,1,1,7870.22,1
"theta[149]",0.96,0,0.1,0.64,0.99,1,1,1,7870.22,1
"theta[150]",0.97,0,0.08,0.72,0.98,1,1,1,8408,1
"theta[151]",0.97,0,0.04,0.84,0.96,0.98,1,1,9773.09,1
"theta[152]",0.97,0,0.04,0.84,0.96,0.98,1,1,9773.09,1
"theta[153]",0.93,0,0.07,0.73,0.91,0.95,0.98,0.99,7428.65,1
"theta[154]",0.94,0,0.06,0.79,0.93,0.96,0.98,1,6598.6,1
"theta[155]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,8061.73,1
"theta[156]",0.96,0,0.04,0.84,0.95,0.97,0.99,1,8061.73,1
"theta[157]",0.98,0,0.03,0.9,0.97,0.99,1,1,9798.01,1
"theta[158]",0.98,0,0.03,0.9,0.97,0.99,1,1,9798.01,1
"theta[159]",0.99,0,0.02,0.92,0.99,1,1,1,9768.69,1
"theta[160]",0.99,0,0.02,0.92,0.99,1,1,1,9768.69,1
"theta[161]",0.99,0,0.03,0.92,0.99,1,1,1,9974.83,1
"theta[162]",0.99,0,0.03,0.92,0.99,1,1,1,9974.83,1
"theta[163]",0.99,0,0.02,0.92,0.99,1,1,1,10268.54,1
"theta[164]",0.99,0,0.02,0.92,0.99,1,1,1,10268.54,1
"theta[165]",0.97,0,0.03,0.89,0.97,0.99,0.99,1,9858.24,1
"theta[166]",0.97,0,0.03,0.89,0.97,0.99,0.99,1,9858.24,1
"theta[167]",0.95,0,0.05,0.79,0.93,0.96,0.98,1,6779.08,1
"theta[168]",0.95,0,0.05,0.79,0.93,0.96,0.98,1,6779.08,1
"theta[169]",0.94,0,0.06,0.76,0.92,0.96,0.98,1,7039.43,1
"theta[170]",0.96,0,0.05,0.82,0.94,0.97,0.99,1,8045.2,1
"theta[171]",0.96,0,0.05,0.82,0.94,0.97,0.99,1,8045.2,1
"theta[172]",0.98,0,0.03,0.89,0.97,0.99,1,1,9494.41,1
"theta[173]",0.98,0,0.03,0.89,0.97,0.99,1,1,9494.41,1
"theta[174]",0.99,0,0.04,0.88,0.99,1,1,1,9777.05,1
"theta[175]",0.99,0,0.04,0.88,0.99,1,1,1,9777.05,1
"theta[176]",0.98,0,0.03,0.9,0.98,0.99,1,1,9362.96,1
"theta[177]",0.98,0,0.03,0.9,0.98,0.99,1,1,9362.96,1
"theta[178]",0.94,0,0.06,0.78,0.93,0.96,0.98,1,7528.14,1
"theta[179]",0.94,0,0.06,0.78,0.93,0.96,0.98,1,7528.14,1
"log_lik[1]",-1.89,0.01,0.97,-4.32,-2.39,-1.69,-1.18,-0.62,11399.77,1
"log_lik[2]",0.82,0,0.22,0.35,0.67,0.83,0.97,1.22,9447.81,1
"log_lik[3]",0.67,0,0.23,0.17,0.53,0.68,0.82,1.07,9127.13,1
"log_lik[4]",0.38,0,0.19,0.03,0.25,0.37,0.51,0.77,7981.7,1
"log_lik[5]",0.4,0,0.28,-0.22,0.24,0.43,0.6,0.87,8070.69,1
"log_lik[6]",-0.17,0,0.55,-1.54,-0.44,-0.05,0.22,0.56,12377.61,1
"log_lik[7]",-0.35,0,0.53,-1.61,-0.64,-0.26,0.02,0.42,13634.25,1
"log_lik[8]",-0.25,0,0.3,-0.96,-0.42,-0.22,-0.04,0.24,9009.17,1
"log_lik[9]",-0.26,0,0.28,-0.88,-0.42,-0.23,-0.07,0.2,6991.59,1
"log_lik[10]",-0.53,0,0.4,-1.57,-0.71,-0.46,-0.27,0.03,7026.33,1
"log_lik[11]",-0.42,0,0.34,-1.23,-0.59,-0.38,-0.2,0.09,5897.45,1
"log_lik[12]",0.74,0,0.29,0.1,0.59,0.77,0.93,1.2,8216.83,1
"log_lik[13]",0.74,0,0.29,0.1,0.59,0.77,0.93,1.2,8216.83,1
"log_lik[14]",0.06,0,0.15,-0.28,-0.01,0.08,0.14,0.33,6550.54,1
"log_lik[15]",0.4,0,0.22,-0.06,0.26,0.41,0.55,0.81,7306.71,1
"log_lik[16]",0.01,0,0.24,-0.51,-0.15,0.02,0.17,0.43,7372.03,1
"log_lik[17]",-0.37,0,0.4,-1.35,-0.58,-0.31,-0.09,0.24,9373.8,1
"log_lik[18]",-0.21,0,0.27,-0.85,-0.37,-0.18,-0.03,0.24,6755.99,1
"log_lik[19]",-0.73,0,0.41,-1.71,-0.95,-0.67,-0.45,-0.12,12059.31,1
"log_lik[20]",-0.95,0,0.5,-2.18,-1.18,-0.84,-0.6,-0.28,10057.59,1
"log_lik[21]",-2.11,0.01,1.12,-4.9,-2.67,-1.86,-1.28,-0.69,12222.34,1
"log_lik[22]",-0.46,0.01,0.42,-1.5,-0.6,-0.38,-0.21,0.06,3848.9,1
"log_lik[23]",-1.25,0.01,0.63,-2.72,-1.61,-1.16,-0.79,-0.26,12780.94,1
"log_lik[24]",-1.25,0.01,0.63,-2.72,-1.61,-1.16,-0.79,-0.26,12780.94,1
"log_lik[25]",0.03,0.01,0.47,-1.24,-0.16,0.13,0.34,0.66,4838.73,1
"log_lik[26]",0.42,0,0.22,-0.04,0.28,0.43,0.57,0.82,7940.79,1
"log_lik[27]",0.42,0,0.22,-0.04,0.28,0.43,0.57,0.82,7940.79,1
"log_lik[28]",0.37,0,0.27,-0.19,0.2,0.38,0.55,0.91,6863.63,1
"log_lik[29]",-0.1,0,0.35,-0.95,-0.27,-0.04,0.14,0.42,7030.21,1
"log_lik[30]",-0.59,0,0.44,-1.65,-0.83,-0.52,-0.29,0.1,9895.13,1
